"tooth_class";"specimen";"num_amtl";"sockets";"age";"stdev_age";"prob_male";"genus";"pop"
"Posterior";"BRK126773";5;12;39.6263614;5.44334199;0.75;"Homo sapiens";"Native Californian"
"Premolar";"BRK126773";0;8;39.6263614;5.44334199;0.75;"Homo sapiens";"Native Californian"
"Anterior";"BRK126774";1;12;22.8545663;2.93195822;0.25;"Homo sapiens";"Native Californian"
"Posterior";"BRK126774";4;12;22.8545663;2.93195822;0.25;"Homo sapiens";"Native Californian"
"Premolar";"BRK126774";3;8;22.8545663;2.93195822;0.25;"Homo sapiens";"Native Californian"
"Anterior";"BRK126776";1;12;38.8611084;5.31768598;0.5;"Homo sapiens";"Native Californian"
"Posterior";"BRK126776";2;12;38.8611084;5.31768598;0.5;"Homo sapiens";"Native Californian"
"Premolar";"BRK126776";0;8;38.8611084;5.31768598;0.5;"Homo sapiens";"Native Californian"
"Anterior";"HTB0802";0;12;14.23;6.474995012;1;"Papio";"East Africa"
"Posterior";"HTB0802";0;12;14.23;6.474995012;1;"Papio";"East Africa"
"Premolar";"HTB0802";0;8;14.23;6.474995012;1;"Papio";"East Africa"
"Anterior";"HTB0828";0;12;9.18292308;2.429595478;1;"Papio";"South Africa"
"Posterior";"HTB0828";0;12;9.18292308;2.429595478;1;"Papio";"South Africa"
"Premolar";"HTB0828";0;8;9.18292308;2.429595478;1;"Papio";"South Africa"
"Anterior";"HTB0890";0;12;17.8945;3.21217946;1;"Papio";"East Africa"
"Posterior";"HTB0890";0;12;17.8945;3.21217946;1;"Papio";"East Africa"
"Premolar";"HTB0890";0;8;17.8945;3.21217946;1;"Papio";"East Africa"
"Anterior";"HTB0900";0;12;15.3185476;2.72587272;1;"Papio";"East Africa"
"Posterior";"HTB0900";0;12;15.3185476;2.72587272;1;"Papio";"East Africa"
"Premolar";"HTB0900";0;8;15.3185476;2.72587272;1;"Papio";"East Africa"
"Anterior";"HTB1025";1;12;18.6672857;3.35840919;1;"Papio";"East Africa"
"Posterior";"HTB1025";0;12;18.6672857;3.35840919;1;"Papio";"East Africa"
"Premolar";"HTB1025";1;8;18.6672857;3.35840919;1;"Papio";"East Africa"
"Anterior";"HTB1027";0;12;18.6672857;3.35840919;0;"Papio";"East Africa"
"Posterior";"HTB1027";0;12;18.6672857;3.35840919;0;"Papio";"East Africa"
"Premolar";"HTB1027";0;8;18.6672857;3.35840919;0;"Papio";"East Africa"
"Anterior";"HTB1028";0;12;13.7729762;2.43523526;0;"Papio";"East Africa"
"Posterior";"HTB1028";0;12;13.7729762;2.43523526;0;"Papio";"East Africa"
"Premolar";"HTB1028";0;8;13.7729762;2.43523526;0;"Papio";"East Africa"
"Anterior";"HTB1043";1;12;16.0913333;2.87155209;1;"Papio";"East Africa"
"Posterior";"HTB1043";0;12;16.0913333;2.87155209;1;"Papio";"East Africa"
"Premolar";"HTB1043";0;8;16.0913333;2.87155209;1;"Papio";"East Africa"
"Anterior";"HTB1151";0;12;13.515381;2.38690817;1;"Papio";"East Africa"
"Posterior";"HTB1151";0;12;13.515381;2.38690817;1;"Papio";"East Africa"
"Premolar";"HTB1151";0;8;13.515381;2.38690817;1;"Papio";"East Africa"
"Anterior";"HTB1152";0;12;13.2577857;2.33861853;1;"Papio";"East Africa"
"Posterior";"HTB1152";0;12;13.2577857;2.33861853;1;"Papio";"East Africa"
"Premolar";"HTB1152";0;8;13.2577857;2.33861853;1;"Papio";"East Africa"
"Anterior";"HTB1153";0;6;13.0001905;2.29036872;1;"Papio";"East Africa"
"Posterior";"HTB1153";0;6;13.0001905;2.29036872;1;"Papio";"East Africa"
"Premolar";"HTB1153";0;4;13.0001905;2.29036872;1;"Papio";"East Africa"
"Anterior";"HTB1154";0;12;15.0609524;2.67736152;1;"Papio";"East Africa"
"Posterior";"HTB1154";0;12;15.0609524;2.67736152;1;"Papio";"East Africa"
"Premolar";"HTB1154";0;8;15.0609524;2.67736152;1;"Papio";"East Africa"
"Anterior";"HTB1212";1;12;11.167;4.778975048;1;"Papio";"Central Africa"
"Posterior";"HTB1212";0;12;11.167;4.778975048;1;"Papio";"Central Africa"
"Premolar";"HTB1212";0;8;11.167;4.778975048;1;"Papio";"Central Africa"
"Anterior";"HTB1214";0;12;14.8033571;2.62887685;1;"Papio";"East Africa"
"Posterior";"HTB1214";0;12;14.8033571;2.62887685;1;"Papio";"East Africa"
"Premolar";"HTB1214";0;8;14.8033571;2.62887685;1;"Papio";"East Africa"
"Anterior";"HTB1215";0;12;12.7010476;2.18171291;1;"Papio";"East Africa"
"Posterior";"HTB1215";0;12;12.7010476;2.18171291;1;"Papio";"East Africa"
"Premolar";"HTB1215";0;8;12.7010476;2.18171291;1;"Papio";"East Africa"
"Anterior";"HTB1216";2;12;17.6369048;3.16346606;1;"Papio";"East Africa"
"Posterior";"HTB1216";0;12;17.6369048;3.16346606;1;"Papio";"East Africa"
"Premolar";"HTB1216";0;8;17.6369048;3.16346606;1;"Papio";"East Africa"
"Anterior";"HTB1217";0;11;16.6065238;2.96878123;1;"Papio";"East Africa"
"Posterior";"HTB1217";0;12;16.6065238;2.96878123;1;"Papio";"East Africa"
"Premolar";"HTB1217";1;8;16.6065238;2.96878123;1;"Papio";"East Africa"
"Anterior";"HTB1218";0;12;13.7729762;2.43523526;1;"Papio";"East Africa"
"Posterior";"HTB1218";0;12;13.7729762;2.43523526;1;"Papio";"East Africa"
"Premolar";"HTB1218";0;8;13.7729762;2.43523526;1;"Papio";"East Africa"
"Anterior";"HTB1219";0;12;15.7921905;2.76002868;1;"Papio";"East Africa"
"Posterior";"HTB1219";0;12;15.7921905;2.76002868;1;"Papio";"East Africa"
"Premolar";"HTB1219";0;8;15.7921905;2.76002868;1;"Papio";"East Africa"
"Anterior";"HTB1220";0;12;15.5761429;2.77440906;1;"Papio";"East Africa"
"Posterior";"HTB1220";0;12;15.5761429;2.77440906;1;"Papio";"East Africa"
"Premolar";"HTB1220";0;8;15.5761429;2.77440906;1;"Papio";"East Africa"
"Anterior";"HTB1221";0;12;17.6369048;3.16346606;1;"Papio";"East Africa"
"Posterior";"HTB1221";0;12;17.6369048;3.16346606;1;"Papio";"East Africa"
"Premolar";"HTB1221";0;8;17.6369048;3.16346606;1;"Papio";"East Africa"
"Anterior";"HTB1222";0;12;14.8033571;2.62887685;0;"Papio";"East Africa"
"Posterior";"HTB1222";0;12;14.8033571;2.62887685;0;"Papio";"East Africa"
"Premolar";"HTB1222";0;8;14.8033571;2.62887685;0;"Papio";"East Africa"
"Anterior";"HTB1223";0;12;16.0913333;2.87155209;1;"Papio";"East Africa"
"Posterior";"HTB1223";0;12;16.0913333;2.87155209;1;"Papio";"East Africa"
"Premolar";"HTB1223";0;8;16.0913333;2.87155209;1;"Papio";"East Africa"
"Anterior";"HTB1225";0;12;16.307381;2.85690736;1;"Papio";"East Africa"
"Posterior";"HTB1225";0;12;16.307381;2.85690736;1;"Papio";"East Africa"
"Premolar";"HTB1225";0;8;16.307381;2.85690736;1;"Papio";"East Africa"
"Anterior";"HTB1226";0;12;14.2881667;2.53199324;1;"Papio";"East Africa"
"Posterior";"HTB1226";0;12;14.2881667;2.53199324;1;"Papio";"East Africa"
"Premolar";"HTB1226";0;8;14.2881667;2.53199324;1;"Papio";"East Africa"
"Anterior";"HTB1426";0;12;17.204185;3.2920468;0;"Pan";"Ebolwa"
"Posterior";"HTB1426";0;12;17.204185;3.2920468;0;"Pan";"Ebolwa"
"Premolar";"HTB1426";0;8;17.204185;3.2920468;0;"Pan";"Ebolwa"
"Anterior";"HTB1497";0;11;11.454619;2.00186723;1;"Papio";"East Africa"
"Posterior";"HTB1497";0;12;11.454619;2.00186723;1;"Papio";"East Africa"
"Premolar";"HTB1497";0;8;11.454619;2.00186723;1;"Papio";"East Africa"
"Anterior";"HTB1503";0;12;11.9698095;2.09782262;0;"Papio";"East Africa"
"Posterior";"HTB1503";0;12;11.9698095;2.09782262;0;"Papio";"East Africa"
"Premolar";"HTB1503";0;8;11.9698095;2.09782262;0;"Papio";"East Africa"
"Anterior";"HTB1701";0;12;26.2620552;5.35897499;0;"Pan";"French Cameroons"
"Posterior";"HTB1701";0;12;26.2620552;5.35897499;0;"Pan";"French Cameroons"
"Premolar";"HTB1701";0;8;26.2620552;5.35897499;0;"Pan";"French Cameroons"
"Anterior";"HTB1703";0;12;20.5137914;4.0457765;0;"Pan";"French Cameroons"
"Posterior";"HTB1703";0;12;20.5137914;4.0457765;0;"Pan";"French Cameroons"
"Premolar";"HTB1703";0;8;20.5137914;4.0457765;0;"Pan";"French Cameroons"
"Anterior";"HTB1706";0;12;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Posterior";"HTB1706";0;12;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Premolar";"HTB1706";0;7;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Anterior";"HTB1707";0;12;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Posterior";"HTB1707";0;9;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Premolar";"HTB1707";0;7;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Anterior";"HTB1708";0;12;21.5589303;4.28424336;0;"Pan";"Ebolwa"
"Posterior";"HTB1708";0;12;21.5589303;4.28424336;0;"Pan";"Ebolwa"
"Premolar";"HTB1708";0;8;21.5589303;4.28424336;0;"Pan";"Ebolwa"
"Anterior";"HTB1713";0;12;20.5137914;4.0457765;0;"Pan";"Ebolwa"
"Posterior";"HTB1713";0;12;20.5137914;4.0457765;0;"Pan";"Ebolwa"
"Premolar";"HTB1713";0;8;20.5137914;4.0457765;0;"Pan";"Ebolwa"
"Anterior";"HTB1718";0;12;18.075134;3.49014071;0;"Pan";"Ebolwa"
"Posterior";"HTB1718";0;12;18.075134;3.49014071;0;"Pan";"Ebolwa"
"Premolar";"HTB1718";0;8;18.075134;3.49014071;0;"Pan";"Ebolwa"
"Anterior";"HTB1719";0;11;24.9556316;5.06022442;0;"Pan";"Ebolwa"
"Posterior";"HTB1719";1;11;24.9556316;5.06022442;0;"Pan";"Ebolwa"
"Premolar";"HTB1719";0;8;24.9556316;5.06022442;0;"Pan";"Ebolwa"
"Anterior";"HTB1720";3;12;11.630111;2.03288089;0;"Pan";"Ebolwa"
"Posterior";"HTB1720";4;12;11.630111;2.03288089;0;"Pan";"Ebolwa"
"Premolar";"HTB1720";5;8;11.630111;2.03288089;0;"Pan";"Ebolwa"
"Anterior";"HTB1721";0;12;18.4235137;3.56943631;0;"Pan";"Ebolwa"
"Posterior";"HTB1721";0;12;18.4235137;3.56943631;0;"Pan";"Ebolwa"
"Premolar";"HTB1721";0;8;18.4235137;3.56943631;0;"Pan";"Ebolwa"
"Anterior";"HTB1722";0;12;20.6879812;4.08550898;0;"Pan";"Ebolwa"
"Posterior";"HTB1722";0;12;20.6879812;4.08550898;0;"Pan";"Ebolwa"
"Premolar";"HTB1722";0;8;20.6879812;4.08550898;0;"Pan";"Ebolwa"
"Anterior";"HTB1723";0;12;24.6943469;5.00049123;0;"Pan";"Ebolwa"
"Posterior";"HTB1723";0;12;24.6943469;5.00049123;0;"Pan";"Ebolwa"
"Premolar";"HTB1723";0;8;24.6943469;5.00049123;0;"Pan";"Ebolwa"
"Anterior";"HTB1724";0;12;18.4235137;3.56943631;0;"Pan";"Ebolwa"
"Posterior";"HTB1724";0;12;18.4235137;3.56943631;0;"Pan";"Ebolwa"
"Premolar";"HTB1724";0;8;18.4235137;3.56943631;0;"Pan";"Ebolwa"
"Anterior";"HTB1726";5;12;25.6120692;4.90072026;0;"Pan";"Ebolwa"
"Posterior";"HTB1726";0;12;25.6120692;4.90072026;0;"Pan";"Ebolwa"
"Premolar";"HTB1726";0;8;25.6120692;4.90072026;0;"Pan";"Ebolwa"
"Anterior";"HTB1735";0;12;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Posterior";"HTB1735";0;12;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Premolar";"HTB1735";0;8;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Anterior";"HTB1737";0;12;27.8297635;5.71763847;0;"Pan";"Ebolwa"
"Posterior";"HTB1737";0;9;27.8297635;5.71763847;0;"Pan";"Ebolwa"
"Premolar";"HTB1737";0;7;27.8297635;5.71763847;0;"Pan";"Ebolwa"
"Anterior";"HTB1738";0;12;19.4686525;3.80749511;0;"Pan";"Ebolwa"
"Posterior";"HTB1738";0;12;19.4686525;3.80749511;0;"Pan";"Ebolwa"
"Premolar";"HTB1738";0;8;19.4686525;3.80749511;0;"Pan";"Ebolwa"
"Anterior";"HTB1739";0;12;21.0363609;4.16498874;0;"Pan";"Ebolwa"
"Posterior";"HTB1739";0;12;21.0363609;4.16498874;0;"Pan";"Ebolwa"
"Premolar";"HTB1739";0;8;21.0363609;4.16498874;0;"Pan";"Ebolwa"
"Anterior";"HTB1741";0;12;28.352333;5.83722718;0;"Pan";"Ebolwa"
"Posterior";"HTB1741";0;12;28.352333;5.83722718;0;"Pan";"Ebolwa"
"Premolar";"HTB1741";0;8;28.352333;5.83722718;0;"Pan";"Ebolwa"
"Anterior";"HTB1744";0;12;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Posterior";"HTB1744";0;12;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Premolar";"HTB1744";0;8;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Anterior";"HTB1745";0;12;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Posterior";"HTB1745";0;12;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Premolar";"HTB1745";0;8;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Anterior";"HTB1748";1;12;33.5780273;7.03383117;0;"Pan";"Ebolwa"
"Posterior";"HTB1748";4;11;33.5780273;7.03383117;0;"Pan";"Ebolwa"
"Premolar";"HTB1748";0;8;33.5780273;7.03383117;0;"Pan";"Ebolwa"
"Anterior";"HTB1758";0;12;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Posterior";"HTB1758";0;12;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Premolar";"HTB1758";0;8;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Anterior";"HTB1768";0;12;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Posterior";"HTB1768";0;12;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Premolar";"HTB1768";0;8;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Anterior";"HTB1775";1;11;26.1346386;5.01978364;0;"Pan";"French Cameroons"
"Posterior";"HTB1775";0;12;26.1346386;5.01978364;0;"Pan";"French Cameroons"
"Premolar";"HTB1775";0;7;26.1346386;5.01978364;0;"Pan";"French Cameroons"
"Anterior";"HTB1791";0;12;21.5589303;4.28424336;0;"Pan";"Ebolwa"
"Posterior";"HTB1791";0;12;21.5589303;4.28424336;0;"Pan";"Ebolwa"
"Premolar";"HTB1791";0;8;21.5589303;4.28424336;0;"Pan";"Ebolwa"
"Anterior";"HTB1882";0;12;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Posterior";"HTB1882";0;12;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Premolar";"HTB1882";0;8;17.3783748;3.33164782;0;"Pan";"Ebolwa"
"Anterior";"HTB1888";0;12;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Posterior";"HTB1888";0;12;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Premolar";"HTB1888";0;8;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Anterior";"HTB1889";0;12;29.1361871;6.01663882;0;"Pan";"French Cameroons"
"Posterior";"HTB1889";0;12;29.1361871;6.01663882;0;"Pan";"French Cameroons"
"Premolar";"HTB1889";0;8;29.1361871;6.01663882;0;"Pan";"French Cameroons"
"Anterior";"HTB1890";0;12;20.5137914;4.0457765;0;"Pan";"French Cameroons"
"Posterior";"HTB1890";0;12;20.5137914;4.0457765;0;"Pan";"French Cameroons"
"Premolar";"HTB1890";0;8;20.5137914;4.0457765;0;"Pan";"French Cameroons"
"Anterior";"HTB1903";0;12;22.0814997;4.40353691;0;"Pan";"French Cameroons"
"Posterior";"HTB1903";0;12;22.0814997;4.40353691;0;"Pan";"French Cameroons"
"Premolar";"HTB1903";0;8;22.0814997;4.40353691;0;"Pan";"French Cameroons"
"Anterior";"HTB1956";0;12;29.9200413;6.19608209;0;"Pan";"French Cameroons"
"Posterior";"HTB1956";0;12;29.9200413;6.19608209;0;"Pan";"French Cameroons"
"Premolar";"HTB1956";0;8;29.9200413;6.19608209;0;"Pan";"French Cameroons"
"Anterior";"HTB1957";0;12;23.5217914;4.42495725;0;"Pan";"French Cameroons"
"Posterior";"HTB1957";6;12;23.5217914;4.42495725;0;"Pan";"French Cameroons"
"Premolar";"HTB1957";3;8;23.5217914;4.42495725;0;"Pan";"French Cameroons"
"Anterior";"HTB1958";1;12;32.010319;6.67473274;0;"Pan";"French Cameroons"
"Posterior";"HTB1958";0;12;32.010319;6.67473274;0;"Pan";"French Cameroons"
"Premolar";"HTB1958";0;8;32.010319;6.67473274;0;"Pan";"French Cameroons"
"Anterior";"HTB1959";0;12;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Posterior";"HTB1959";0;12;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Premolar";"HTB1959";0;8;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Anterior";"HTB2001";0;12;17.9009442;3.45050478;0;"Pan";"French Cameroons"
"Posterior";"HTB2001";0;12;17.9009442;3.45050478;0;"Pan";"French Cameroons"
"Premolar";"HTB2001";0;8;17.9009442;3.45050478;0;"Pan";"French Cameroons"
"Anterior";"HTB2026";0;12;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Posterior";"HTB2026";0;12;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Premolar";"HTB2026";0;8;19.991222;3.92661051;0;"Pan";"Ebolwa"
"Anterior";"HTB2027";0;12;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Posterior";"HTB2027";0;12;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Premolar";"HTB2027";0;8;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Anterior";"HTB2032";0;12;17.6396595;3.39106649;0;"Pan";"Ebolwa"
"Posterior";"HTB2032";0;12;17.6396595;3.39106649;0;"Pan";"Ebolwa"
"Premolar";"HTB2032";0;8;17.6396595;3.39106649;0;"Pan";"Ebolwa"
"Anterior";"HTB2033";0;12;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Posterior";"HTB2033";0;12;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Premolar";"HTB2033";0;8;18.9460831;3.68843519;0;"Pan";"Ebolwa"
"Anterior";"HTB2034";0;12;19.4686525;3.80749511;0;"Pan";"Ebolwa"
"Posterior";"HTB2034";0;12;19.4686525;3.80749511;0;"Pan";"Ebolwa"
"Premolar";"HTB2034";0;8;19.4686525;3.80749511;0;"Pan";"Ebolwa"
"Anterior";"HTB2747";2;12;43.6407147;9.02231946;0;"Pan";"French Cameroons"
"Posterior";"HTB2747";1;12;43.6407147;9.02231946;0;"Pan";"French Cameroons"
"Premolar";"HTB2747";0;8;43.6407147;9.02231946;0;"Pan";"French Cameroons"
"Anterior";"HTB2748";0;12;17.3783748;3.33164782;0;"Pan";"French Cameroons"
"Posterior";"HTB2748";0;12;17.3783748;3.33164782;0;"Pan";"French Cameroons"
"Premolar";"HTB2748";0;8;17.3783748;3.33164782;0;"Pan";"French Cameroons"
"Anterior";"HTB2751";0;12;32.5328885;6.79442263;0;"Pan";"French Cameroons"
"Posterior";"HTB2751";3;10;32.5328885;6.79442263;0;"Pan";"French Cameroons"
"Premolar";"HTB2751";0;8;32.5328885;6.79442263;0;"Pan";"French Cameroons"
"Anterior";"HTB2756";0;12;19.991222;3.92661051;0;"Pan";"French Cameroons"
"Posterior";"HTB2756";0;12;19.991222;3.92661051;0;"Pan";"French Cameroons"
"Premolar";"HTB2756";0;8;19.991222;3.92661051;0;"Pan";"French Cameroons"
"Anterior";"HTB2771";0;12;16.8558054;3.2128737;0;"Pan";"French Cameroons"
"Posterior";"HTB2771";0;12;16.8558054;3.2128737;0;"Pan";"French Cameroons"
"Premolar";"HTB2771";0;8;16.8558054;3.2128737;0;"Pan";"French Cameroons"
"Anterior";"HTB2823";0;12;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Posterior";"HTB2823";0;12;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Premolar";"HTB2823";0;8;28.352333;5.83722718;0;"Pan";"French Cameroons"
"Anterior";"HTB3398";0;12;18.4235137;3.56943631;0;"Pan";"West Africa"
"Posterior";"HTB3398";0;12;18.4235137;3.56943631;0;"Pan";"West Africa"
"Premolar";"HTB3398";0;8;18.4235137;3.56943631;0;"Pan";"West Africa"
"Anterior";"HTB3411";0;6;32.5328885;6.79442263;0;"Pan";"West Africa"
"Posterior";"HTB3411";0;6;32.5328885;6.79442263;0;"Pan";"West Africa"
"Premolar";"HTB3411";0;4;32.5328885;6.79442263;0;"Pan";"West Africa"
"Anterior";"HTB3412";0;12;15.8106665;2.97561367;0;"Pan";"West Africa"
"Posterior";"HTB3412";0;12;15.8106665;2.97561367;0;"Pan";"West Africa"
"Premolar";"HTB3412";0;8;15.8106665;2.97561367;0;"Pan";"West Africa"
"Anterior";"HTB3413";0;12;17.3783748;3.33164782;0;"Pan";"West Africa"
"Posterior";"HTB3413";0;12;17.3783748;3.33164782;0;"Pan";"West Africa"
"Premolar";"HTB3413";0;8;17.3783748;3.33164782;0;"Pan";"West Africa"
"Anterior";"HTB3418";0;12;24.9556316;5.06022442;0;"Pan";"West Africa"
"Posterior";"HTB3418";0;12;24.9556316;5.06022442;0;"Pan";"West Africa"
"Premolar";"HTB3418";0;8;24.9556316;5.06022442;0;"Pan";"West Africa"
"Anterior";"HTB3434";0;12;15.8106665;2.97561367;0;"Pan";"West Africa"
"Posterior";"HTB3434";0;12;15.8106665;2.97561367;0;"Pan";"West Africa"
"Premolar";"HTB3434";0;8;15.8106665;2.97561367;0;"Pan";"West Africa"
"Anterior";"HTB3436";0;12;31.4877496;6.55505315;0;"Pan";"West Africa"
"Posterior";"HTB3436";0;12;31.4877496;6.55505315;0;"Pan";"West Africa"
"Premolar";"HTB3436";0;8;31.4877496;6.55505315;0;"Pan";"West Africa"
"Anterior";"HTB3437";0;12;14.2429582;2.62063975;0;"Pan";"West Africa"
"Posterior";"HTB3437";0;12;14.2429582;2.62063975;0;"Pan";"West Africa"
"Premolar";"HTB3437";0;8;14.2429582;2.62063975;0;"Pan";"West Africa"
"Anterior";"HTB3515";0;12;14.5622081;2.68358343;0;"Papio";"East Africa"
"Posterior";"HTB3515";0;12;14.5622081;2.68358343;0;"Papio";"East Africa"
"Premolar";"HTB3515";0;8;14.5622081;2.68358343;0;"Papio";"East Africa"
"Anterior";"HTB3537";0;12;17.9009442;3.45050478;0;"Pan";"West Africa"
"Posterior";"HTB3537";0;12;17.9009442;3.45050478;0;"Pan";"West Africa"
"Premolar";"HTB3537";0;8;17.9009442;3.45050478;0;"Pan";"West Africa"
"Anterior";"HTB3538";0;12;19.4686525;3.80749511;0;"Pan";"West Africa"
"Posterior";"HTB3538";0;12;19.4686525;3.80749511;0;"Pan";"West Africa"
"Premolar";"HTB3538";0;8;19.4686525;3.80749511;0;"Pan";"West Africa"
"Anterior";"HTB3539";0;12;17.9009442;3.45050478;0;"Pan";"West Africa"
"Posterior";"HTB3539";0;9;17.9009442;3.45050478;0;"Pan";"West Africa"
"Premolar";"HTB3539";0;8;17.9009442;3.45050478;0;"Pan";"West Africa"
"Anterior";"HTB3551";1;12;19.991222;3.92661051;0;"Pan";"West Africa"
"Posterior";"HTB3551";0;12;19.991222;3.92661051;0;"Pan";"West Africa"
"Premolar";"HTB3551";0;8;19.991222;3.92661051;0;"Pan";"West Africa"
"Anterior";"HTB3552";0;12;21.0363609;4.16498874;0;"Pan";"West Africa"
"Posterior";"HTB3552";0;12;21.0363609;4.16498874;0;"Pan";"West Africa"
"Premolar";"HTB3552";0;8;21.0363609;4.16498874;0;"Pan";"West Africa"
"Anterior";"IPHA.1";0;9;17.6784056;2.24541074;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.1";0;11;17.6784056;2.24541074;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.1";0;8;17.6784056;2.24541074;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.10b";2;12;26.0065524;3.66420581;0.5;"Homo sapiens";"Afalou"
"Posterior";"IPHA.10b";1;11;26.0065524;3.66420581;0.5;"Homo sapiens";"Afalou"
"Premolar";"IPHA.10b";0;8;26.0065524;3.66420581;0.5;"Homo sapiens";"Afalou"
"Anterior";"IPHA.12";0;12;25.9695385;3.35489121;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.12";3;12;25.9695385;3.35489121;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.12";0;8;25.9695385;3.35489121;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.13";2;12;25.6734266;3.6064238;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.13";0;12;25.6734266;3.6064238;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.13";0;8;25.6734266;3.6064238;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.14";5;12;22.6752937;3.08917899;0.5;"Homo sapiens";"Afalou"
"Posterior";"IPHA.14";0;12;22.6752937;3.08917899;0.5;"Homo sapiens";"Afalou"
"Premolar";"IPHA.14";0;8;22.6752937;3.08917899;0.5;"Homo sapiens";"Afalou"
"Anterior";"IPHA.15";2;6;26.6357902;3.46891175;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.15";0;5;26.6357902;3.46891175;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.15";0;2;26.6357902;3.46891175;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.2";3;12;20.0102867;2.63528098;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.2";0;12;20.0102867;2.63528098;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.2";0;8;20.0102867;2.63528098;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.22";1;10;17.3452797;2.19049743;0.25;"Homo sapiens";"Afalou"
"Posterior";"IPHA.22";0;10;17.3452797;2.19049743;0.25;"Homo sapiens";"Afalou"
"Premolar";"IPHA.22";0;7;17.3452797;2.19049743;0.25;"Homo sapiens";"Afalou"
"Anterior";"IPHA.25";1;6;29.3007972;3.92784897;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.25";3;10;29.3007972;3.92784897;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.25";0;8;29.3007972;3.92784897;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.28";1;12;27.3390559;3.89582582;0.75;"Homo sapiens";"Afalou"
"Posterior";"IPHA.28";0;12;27.3390559;3.89582582;0.75;"Homo sapiens";"Afalou"
"Premolar";"IPHA.28";0;8;27.3390559;3.89582582;0.75;"Homo sapiens";"Afalou"
"Anterior";"IPHA.29";2;12;18.6777832;2.41143228;0.25;"Homo sapiens";"Afalou"
"Posterior";"IPHA.29";2;12;18.6777832;2.41143228;0.25;"Homo sapiens";"Afalou"
"Premolar";"IPHA.29";0;8;18.6777832;2.41143228;0.25;"Homo sapiens";"Afalou"
"Anterior";"IPHA.3";0;6;27.3390559;3.89582582;0.25;"Homo sapiens";"Afalou"
"Posterior";"IPHA.3";1;6;27.3390559;3.89582582;0.25;"Homo sapiens";"Afalou"
"Premolar";"IPHA.3";0;4;27.3390559;3.89582582;0.25;"Homo sapiens";"Afalou"
