"case";"response";"order";"id";"age";"male";"edu";"action";"intention";"contact";"story";"action2"
"ilsha";1;21;"97;408";46;0;"Graduate Degree";0;1;0;"sha";0
"ilshi";4;26;"97;408";46;0;"Graduate Degree";0;1;0;"shi";0
"ilswi";4;24;"97;408";46;0;"Graduate Degree";0;1;0;"swi";0
"nfrub";4;7;"97;408";46;0;"Graduate Degree";1;0;0;"rub";1
"cfaqu";6;13;"97;411";27;1;"Some College";0;0;1;"aqu";1
"cfbur";6;1;"97;411";27;1;"Some College";0;0;1;"bur";1
"cfrub";6;26;"97;411";27;1;"Some College";0;0;1;"rub";1
"cibox";6;21;"97;411";27;1;"Some College";0;1;1;"box";1
"cibur";5;10;"97;411";27;1;"Some College";0;1;1;"bur";1
"cispe";5;6;"97;411";27;1;"Some College";0;1;1;"spe";1
"fkaqu";5;4;"97;411";27;1;"Some College";1;0;0;"aqu";1
"fkboa";6;22;"97;411";27;1;"Some College";1;0;0;"boa";1
"fkbox";6;11;"97;411";27;1;"Some College";1;0;0;"box";1
"fkbur";6;19;"97;411";27;1;"Some College";1;0;0;"bur";1
"fkcar";6;3;"97;411";27;1;"Some College";1;0;0;"car";1
"fkspe";6;24;"97;411";27;1;"Some College";1;0;0;"spe";1
"fkswi";6;8;"97;411";27;1;"Some College";1;0;0;"swi";1
"flboa";6;31;"97;411";27;1;"Some College";0;0;0;"boa";0
"flcar";6;12;"97;411";27;1;"Some College";0;0;0;"car";0
"flche";6;29;"97;411";27;1;"Some College";0;0;0;"che";0
"flsha";6;5;"97;411";27;1;"Some College";0;0;0;"sha";0
"flswi";6;27;"97;411";27;1;"Some College";0;0;0;"swi";0
"ikbox";6;30;"97;411";27;1;"Some College";1;1;0;"box";1
"ikbur";6;28;"97;411";27;1;"Some College";1;1;0;"bur";1
"ikpon";6;32;"97;411";27;1;"Some College";1;1;0;"pon";1
"ikshi";6;16;"97;411";27;1;"Some College";1;1;0;"shi";1
"ikspe";6;14;"97;411";27;1;"Some College";1;1;0;"spe";1
"ilbox";6;2;"97;411";27;1;"Some College";0;1;0;"box";0
"ilche";6;20;"97;411";27;1;"Some College";0;1;0;"che";0
"ilpon";6;23;"97;411";27;1;"Some College";0;1;0;"pon";0
"ilsha";6;15;"97;411";27;1;"Some College";0;1;0;"sha";0
"ilshi";6;7;"97;411";27;1;"Some College";0;1;0;"shi";0
"ilswi";6;18;"97;411";27;1;"Some College";0;1;0;"swi";0
"nfrub";6;17;"97;411";27;1;"Some College";1;0;0;"rub";1
"cfaqu";7;20;"97;416";42;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";7;32;"97;416";42;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";6;7;"97;416";42;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";6;12;"97;416";42;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";7;23;"97;416";42;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";7;27;"97;416";42;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";7;29;"97;416";42;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";6;11;"97;416";42;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";7;22;"97;416";42;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;14;"97;416";42;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";7;30;"97;416";42;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";6;9;"97;416";42;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";7;25;"97;416";42;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;2;"97;416";42;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";7;21;"97;416";42;1;"Bachelor's Degree";0;0;0;"car";0
"flche";7;4;"97;416";42;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";7;28;"97;416";42;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";6;6;"97;416";42;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";5;3;"97;416";42;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";7;5;"97;416";42;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";3;1;"97;416";42;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";6;17;"97;416";42;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";7;19;"97;416";42;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";7;31;"97;416";42;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";6;13;"97;416";42;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";7;10;"97;416";42;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";7;18;"97;416";42;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;26;"97;416";42;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";6;15;"97;416";42;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";6;16;"97;416";42;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";4;20;"97;417";53;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";5;32;"97;417";53;1;"Master's Degree";0;0;1;"bur";1
"cfrub";5;7;"97;417";53;1;"Master's Degree";0;0;1;"rub";1
"cibox";2;12;"97;417";53;1;"Master's Degree";0;1;1;"box";1
"cibur";3;23;"97;417";53;1;"Master's Degree";0;1;1;"bur";1
"cispe";3;27;"97;417";53;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";5;29;"97;417";53;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";3;11;"97;417";53;1;"Master's Degree";1;0;0;"boa";1
"fkbox";3;22;"97;417";53;1;"Master's Degree";1;0;0;"box";1
"fkbur";5;14;"97;417";53;1;"Master's Degree";1;0;0;"bur";1
"fkcar";3;30;"97;417";53;1;"Master's Degree";1;0;0;"car";1
"fkspe";3;9;"97;417";53;1;"Master's Degree";1;0;0;"spe";1
"fkswi";5;25;"97;417";53;1;"Master's Degree";1;0;0;"swi";1
"flboa";5;2;"97;417";53;1;"Master's Degree";0;0;0;"boa";0
"flcar";4;21;"97;417";53;1;"Master's Degree";0;0;0;"car";0
"flche";5;4;"97;417";53;1;"Master's Degree";0;0;0;"che";0
"flsha";3;28;"97;417";53;1;"Master's Degree";0;0;0;"sha";0
"flswi";3;6;"97;417";53;1;"Master's Degree";0;0;0;"swi";0
"ikbox";5;3;"97;417";53;1;"Master's Degree";1;1;0;"box";1
"ikbur";6;5;"97;417";53;1;"Master's Degree";1;1;0;"bur";1
"ikpon";2;1;"97;417";53;1;"Master's Degree";1;1;0;"pon";1
"ikshi";4;17;"97;417";53;1;"Master's Degree";1;1;0;"shi";1
"ikspe";4;19;"97;417";53;1;"Master's Degree";1;1;0;"spe";1
"ilbox";5;31;"97;417";53;1;"Master's Degree";0;1;0;"box";0
"ilche";4;13;"97;417";53;1;"Master's Degree";0;1;0;"che";0
"ilpon";6;10;"97;417";53;1;"Master's Degree";0;1;0;"pon";0
"ilsha";4;18;"97;417";53;1;"Master's Degree";0;1;0;"sha";0
"ilshi";5;26;"97;417";53;1;"Master's Degree";0;1;0;"shi";0
"ilswi";5;15;"97;417";53;1;"Master's Degree";0;1;0;"swi";0
"nfrub";5;16;"97;417";53;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";6;31;"97;418";25;0;"Graduate Degree";0;0;1;"aqu";1
"cfbur";5;2;"97;418";25;0;"Graduate Degree";0;0;1;"bur";1
"cfrub";6;17;"97;418";25;0;"Graduate Degree";0;0;1;"rub";1
"cibox";4;1;"97;418";25;0;"Graduate Degree";0;1;1;"box";1
"cibur";5;29;"97;418";25;0;"Graduate Degree";0;1;1;"bur";1
"cispe";4;24;"97;418";25;0;"Graduate Degree";0;1;1;"spe";1
"fkaqu";5;4;"97;418";25;0;"Graduate Degree";1;0;0;"aqu";1
"fkboa";5;21;"97;418";25;0;"Graduate Degree";1;0;0;"boa";1
"fkbox";5;10;"97;418";25;0;"Graduate Degree";1;0;0;"box";1
"fkbur";4;11;"97;418";25;0;"Graduate Degree";1;0;0;"bur";1
"fkcar";5;6;"97;418";25;0;"Graduate Degree";1;0;0;"car";1
"fkspe";5;14;"97;418";25;0;"Graduate Degree";1;0;0;"spe";1
"fkswi";5;19;"97;418";25;0;"Graduate Degree";1;0;0;"swi";1
"flboa";5;30;"97;418";25;0;"Graduate Degree";0;0;0;"boa";0
"flcar";5;15;"97;418";25;0;"Graduate Degree";0;0;0;"car";0
"flche";5;18;"97;418";25;0;"Graduate Degree";0;0;0;"che";0
"flsha";5;3;"97;418";25;0;"Graduate Degree";0;0;0;"sha";0
"flswi";5;28;"97;418";25;0;"Graduate Degree";0;0;0;"swi";0
"ikbox";5;32;"97;418";25;0;"Graduate Degree";1;1;0;"box";1
"ikbur";4;20;"97;418";25;0;"Graduate Degree";1;1;0;"bur";1
"ikpon";4;13;"97;418";25;0;"Graduate Degree";1;1;0;"pon";1
"ikshi";5;16;"97;418";25;0;"Graduate Degree";1;1;0;"shi";1
"ikspe";4;5;"97;418";25;0;"Graduate Degree";1;1;0;"spe";1
"ilbox";5;23;"97;418";25;0;"Graduate Degree";0;1;0;"box";0
"ilche";5;27;"97;418";25;0;"Graduate Degree";0;1;0;"che";0
"ilpon";6;22;"97;418";25;0;"Graduate Degree";0;1;0;"pon";0
"ilsha";5;12;"97;418";25;0;"Graduate Degree";0;1;0;"sha";0
"ilshi";6;7;"97;418";25;0;"Graduate Degree";0;1;0;"shi";0
"ilswi";6;9;"97;418";25;0;"Graduate Degree";0;1;0;"swi";0
"nfrub";5;26;"97;418";25;0;"Graduate Degree";1;0;0;"rub";1
"cfaqu";5;20;"97;420";25;1;"Some College";0;0;1;"aqu";1
"cfbur";4;32;"97;420";25;1;"Some College";0;0;1;"bur";1
"cfrub";4;7;"97;420";25;1;"Some College";0;0;1;"rub";1
"cibox";3;12;"97;420";25;1;"Some College";0;1;1;"box";1
"cibur";3;23;"97;420";25;1;"Some College";0;1;1;"bur";1
"cispe";4;27;"97;420";25;1;"Some College";0;1;1;"spe";1
"fkaqu";5;29;"97;420";25;1;"Some College";1;0;0;"aqu";1
"fkboa";4;11;"97;420";25;1;"Some College";1;0;0;"boa";1
"fkbox";4;22;"97;420";25;1;"Some College";1;0;0;"box";1
"fkbur";4;14;"97;420";25;1;"Some College";1;0;0;"bur";1
"fkcar";4;30;"97;420";25;1;"Some College";1;0;0;"car";1
"fkspe";4;9;"97;420";25;1;"Some College";1;0;0;"spe";1
"fkswi";4;25;"97;420";25;1;"Some College";1;0;0;"swi";1
"flboa";4;2;"97;420";25;1;"Some College";0;0;0;"boa";0
"flcar";5;21;"97;420";25;1;"Some College";0;0;0;"car";0
"flche";4;4;"97;420";25;1;"Some College";0;0;0;"che";0
"flsha";4;28;"97;420";25;1;"Some College";0;0;0;"sha";0
"flswi";4;6;"97;420";25;1;"Some College";0;0;0;"swi";0
"ikbox";4;3;"97;420";25;1;"Some College";1;1;0;"box";1
"ikbur";4;5;"97;420";25;1;"Some College";1;1;0;"bur";1
"ikpon";4;1;"97;420";25;1;"Some College";1;1;0;"pon";1
"ikshi";4;17;"97;420";25;1;"Some College";1;1;0;"shi";1
"ikspe";4;19;"97;420";25;1;"Some College";1;1;0;"spe";1
"ilbox";4;31;"97;420";25;1;"Some College";0;1;0;"box";0
"ilche";4;13;"97;420";25;1;"Some College";0;1;0;"che";0
"ilpon";4;10;"97;420";25;1;"Some College";0;1;0;"pon";0
"ilsha";4;18;"97;420";25;1;"Some College";0;1;0;"sha";0
"ilshi";5;26;"97;420";25;1;"Some College";0;1;0;"shi";0
"ilswi";4;15;"97;420";25;1;"Some College";0;1;0;"swi";0
"nfrub";4;16;"97;420";25;1;"Some College";1;0;0;"rub";1
"cfaqu";5;20;"97;421";17;1;"Some College";0;0;1;"aqu";1
"cfbur";4;32;"97;421";17;1;"Some College";0;0;1;"bur";1
"cfrub";5;7;"97;421";17;1;"Some College";0;0;1;"rub";1
"cibox";2;12;"97;421";17;1;"Some College";0;1;1;"box";1
"cibur";4;23;"97;421";17;1;"Some College";0;1;1;"bur";1
"cispe";3;27;"97;421";17;1;"Some College";0;1;1;"spe";1
"fkaqu";6;29;"97;421";17;1;"Some College";1;0;0;"aqu";1
"fkboa";4;11;"97;421";17;1;"Some College";1;0;0;"boa";1
"fkbox";5;22;"97;421";17;1;"Some College";1;0;0;"box";1
"fkbur";6;14;"97;421";17;1;"Some College";1;0;0;"bur";1
"fkcar";4;30;"97;421";17;1;"Some College";1;0;0;"car";1
"fkspe";3;9;"97;421";17;1;"Some College";1;0;0;"spe";1
"fkswi";4;25;"97;421";17;1;"Some College";1;0;0;"swi";1
"flboa";6;2;"97;421";17;1;"Some College";0;0;0;"boa";0
"flcar";5;21;"97;421";17;1;"Some College";0;0;0;"car";0
"flche";4;4;"97;421";17;1;"Some College";0;0;0;"che";0
"flsha";4;28;"97;421";17;1;"Some College";0;0;0;"sha";0
"flswi";4;6;"97;421";17;1;"Some College";0;0;0;"swi";0
"ikbox";3;3;"97;421";17;1;"Some College";1;1;0;"box";1
"ikbur";6;5;"97;421";17;1;"Some College";1;1;0;"bur";1
"ikpon";3;1;"97;421";17;1;"Some College";1;1;0;"pon";1
"ikshi";5;17;"97;421";17;1;"Some College";1;1;0;"shi";1
"ikspe";5;19;"97;421";17;1;"Some College";1;1;0;"spe";1
"ilbox";5;31;"97;421";17;1;"Some College";0;1;0;"box";0
"ilche";5;13;"97;421";17;1;"Some College";0;1;0;"che";0
"ilpon";3;10;"97;421";17;1;"Some College";0;1;0;"pon";0
"ilsha";4;18;"97;421";17;1;"Some College";0;1;0;"sha";0
"ilshi";5;26;"97;421";17;1;"Some College";0;1;0;"shi";0
"ilswi";4;15;"97;421";17;1;"Some College";0;1;0;"swi";0
"nfrub";5;16;"97;421";17;1;"Some College";1;0;0;"rub";1
"cfaqu";7;20;"97;424";36;0;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";4;32;"97;424";36;0;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;7;"97;424";36;0;"Bachelor's Degree";0;0;1;"rub";1
"cibox";4;12;"97;424";36;0;"Bachelor's Degree";0;1;1;"box";1
"cibur";5;23;"97;424";36;0;"Bachelor's Degree";0;1;1;"bur";1
"cispe";4;27;"97;424";36;0;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";5;29;"97;424";36;0;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";4;11;"97;424";36;0;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";4;22;"97;424";36;0;"Bachelor's Degree";1;0;0;"box";1
"fkbur";4;14;"97;424";36;0;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;30;"97;424";36;0;"Bachelor's Degree";1;0;0;"car";1
"fkspe";3;9;"97;424";36;0;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";5;25;"97;424";36;0;"Bachelor's Degree";1;0;0;"swi";1
"flboa";7;2;"97;424";36;0;"Bachelor's Degree";0;0;0;"boa";0
"flcar";7;21;"97;424";36;0;"Bachelor's Degree";0;0;0;"car";0
"flche";6;4;"97;424";36;0;"Bachelor's Degree";0;0;0;"che";0
"flsha";6;28;"97;424";36;0;"Bachelor's Degree";0;0;0;"sha";0
"flswi";4;6;"97;424";36;0;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;3;"97;424";36;0;"Bachelor's Degree";1;1;0;"box";1
"ikbur";3;5;"97;424";36;0;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";1;1;"97;424";36;0;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";5;17;"97;424";36;0;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";5;19;"97;424";36;0;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";5;31;"97;424";36;0;"Bachelor's Degree";0;1;0;"box";0
"ilche";6;13;"97;424";36;0;"Bachelor's Degree";0;1;0;"che";0
"ilpon";6;10;"97;424";36;0;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";6;18;"97;424";36;0;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;26;"97;424";36;0;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";5;15;"97;424";36;0;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;16;"97;424";36;0;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";6;2;"97;425";54;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";4;31;"97;425";54;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;16;"97;425";54;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";4;32;"97;425";54;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";6;4;"97;425";54;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";2;9;"97;425";54;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;29;"97;425";54;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";5;12;"97;425";54;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";4;23;"97;425";54;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";4;22;"97;425";54;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;27;"97;425";54;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";4;19;"97;425";54;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";5;14;"97;425";54;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;3;"97;425";54;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";5;18;"97;425";54;1;"Bachelor's Degree";0;0;0;"car";0
"flche";5;15;"97;425";54;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;30;"97;425";54;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";6;5;"97;425";54;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";6;1;"97;425";54;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";4;13;"97;425";54;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;20;"97;425";54;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;17;"97;425";54;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;28;"97;425";54;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";5;10;"97;425";54;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";6;6;"97;425";54;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";6;11;"97;425";54;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;21;"97;425";54;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;26;"97;425";54;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;24;"97;425";54;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";6;7;"97;425";54;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";4;20;"97;428";29;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";4;32;"97;428";29;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";4;7;"97;428";29;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";4;12;"97;428";29;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";4;23;"97;428";29;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";4;27;"97;428";29;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";4;29;"97;428";29;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";4;11;"97;428";29;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";5;22;"97;428";29;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";5;14;"97;428";29;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";4;30;"97;428";29;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";4;9;"97;428";29;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";4;25;"97;428";29;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";7;2;"97;428";29;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";7;21;"97;428";29;1;"Bachelor's Degree";0;0;0;"car";0
"flche";7;4;"97;428";29;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";4;28;"97;428";29;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";7;6;"97;428";29;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";4;3;"97;428";29;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";4;5;"97;428";29;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;1;"97;428";29;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";6;17;"97;428";29;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;19;"97;428";29;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";4;31;"97;428";29;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";4;13;"97;428";29;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";4;10;"97;428";29;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";4;18;"97;428";29;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";4;26;"97;428";29;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";4;15;"97;428";29;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";4;16;"97;428";29;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";5;13;"97;429";35;1;"Graduate Degree";0;0;1;"aqu";1
"cfbur";6;1;"97;429";35;1;"Graduate Degree";0;0;1;"bur";1
"cfrub";5;26;"97;429";35;1;"Graduate Degree";0;0;1;"rub";1
"cibox";1;21;"97;429";35;1;"Graduate Degree";0;1;1;"box";1
"cibur";1;10;"97;429";35;1;"Graduate Degree";0;1;1;"bur";1
"cispe";2;6;"97;429";35;1;"Graduate Degree";0;1;1;"spe";1
"fkaqu";2;4;"97;429";35;1;"Graduate Degree";1;0;0;"aqu";1
"fkboa";4;22;"97;429";35;1;"Graduate Degree";1;0;0;"boa";1
"fkbox";3;11;"97;429";35;1;"Graduate Degree";1;0;0;"box";1
"fkbur";5;19;"97;429";35;1;"Graduate Degree";1;0;0;"bur";1
"fkcar";4;3;"97;429";35;1;"Graduate Degree";1;0;0;"car";1
"fkspe";5;24;"97;429";35;1;"Graduate Degree";1;0;0;"spe";1
"fkswi";6;8;"97;429";35;1;"Graduate Degree";1;0;0;"swi";1
"flboa";6;31;"97;429";35;1;"Graduate Degree";0;0;0;"boa";0
"flcar";6;12;"97;429";35;1;"Graduate Degree";0;0;0;"car";0
"flche";6;29;"97;429";35;1;"Graduate Degree";0;0;0;"che";0
"flsha";6;5;"97;429";35;1;"Graduate Degree";0;0;0;"sha";0
"flswi";5;27;"97;429";35;1;"Graduate Degree";0;0;0;"swi";0
"ikbox";3;30;"97;429";35;1;"Graduate Degree";1;1;0;"box";1
"ikbur";2;28;"97;429";35;1;"Graduate Degree";1;1;0;"bur";1
"ikpon";1;32;"97;429";35;1;"Graduate Degree";1;1;0;"pon";1
"ikshi";3;16;"97;429";35;1;"Graduate Degree";1;1;0;"shi";1
"ikspe";3;14;"97;429";35;1;"Graduate Degree";1;1;0;"spe";1
"ilbox";5;2;"97;429";35;1;"Graduate Degree";0;1;0;"box";0
"ilche";2;20;"97;429";35;1;"Graduate Degree";0;1;0;"che";0
"ilpon";3;23;"97;429";35;1;"Graduate Degree";0;1;0;"pon";0
"ilsha";5;15;"97;429";35;1;"Graduate Degree";0;1;0;"sha";0
"ilshi";3;7;"97;429";35;1;"Graduate Degree";0;1;0;"shi";0
"ilswi";3;18;"97;429";35;1;"Graduate Degree";0;1;0;"swi";0
"nfrub";3;17;"97;429";35;1;"Graduate Degree";1;0;0;"rub";1
"cfaqu";6;2;"97;430";40;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";6;31;"97;430";40;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";6;16;"97;430";40;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";6;32;"97;430";40;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";6;4;"97;430";40;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";6;9;"97;430";40;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";6;29;"97;430";40;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";6;12;"97;430";40;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";6;23;"97;430";40;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;22;"97;430";40;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";6;27;"97;430";40;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";6;19;"97;430";40;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";6;14;"97;430";40;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;3;"97;430";40;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";6;18;"97;430";40;1;"Bachelor's Degree";0;0;0;"car";0
"flche";6;15;"97;430";40;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";6;30;"97;430";40;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";6;5;"97;430";40;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";6;1;"97;430";40;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";6;13;"97;430";40;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";6;20;"97;430";40;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";6;17;"97;430";40;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";6;28;"97;430";40;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";6;10;"97;430";40;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";6;6;"97;430";40;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";6;11;"97;430";40;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";6;21;"97;430";40;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";6;26;"97;430";40;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";6;24;"97;430";40;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";6;7;"97;430";40;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";4;2;"97;432";42;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";4;31;"97;432";42;1;"Master's Degree";0;0;1;"bur";1
"cfrub";4;16;"97;432";42;1;"Master's Degree";0;0;1;"rub";1
"cibox";1;32;"97;432";42;1;"Master's Degree";0;1;1;"box";1
"cibur";1;4;"97;432";42;1;"Master's Degree";0;1;1;"bur";1
"cispe";1;9;"97;432";42;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";4;29;"97;432";42;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";4;12;"97;432";42;1;"Master's Degree";1;0;0;"boa";1
"fkbox";4;23;"97;432";42;1;"Master's Degree";1;0;0;"box";1
"fkbur";4;22;"97;432";42;1;"Master's Degree";1;0;0;"bur";1
"fkcar";4;27;"97;432";42;1;"Master's Degree";1;0;0;"car";1
"fkspe";4;19;"97;432";42;1;"Master's Degree";1;0;0;"spe";1
"fkswi";4;14;"97;432";42;1;"Master's Degree";1;0;0;"swi";1
"flboa";4;3;"97;432";42;1;"Master's Degree";0;0;0;"boa";0
"flcar";4;18;"97;432";42;1;"Master's Degree";0;0;0;"car";0
"flche";4;15;"97;432";42;1;"Master's Degree";0;0;0;"che";0
"flsha";4;30;"97;432";42;1;"Master's Degree";0;0;0;"sha";0
"flswi";4;5;"97;432";42;1;"Master's Degree";0;0;0;"swi";0
"ikbox";4;1;"97;432";42;1;"Master's Degree";1;1;0;"box";1
"ikbur";1;13;"97;432";42;1;"Master's Degree";1;1;0;"bur";1
"ikpon";1;20;"97;432";42;1;"Master's Degree";1;1;0;"pon";1
