month;day;year;id;age;kg.meat;hours;datatype
4;15;1998;3260;49;9.82;;3
4;16;1998;3260;49;0.00;;3
4;17;1998;3260;49;9.91;;3
4;19;1998;3260;49;4.96;;3
4;27;1998;3260;49;0.00;;3
4;28;1998;3260;49;4.70;2.90;1
4;29;1998;3260;49;9.60;5.63;1
4;30;1998;3260;49;0.00;5.37;1
5;1;1998;3260;49;3.50;;3
5;21;1998;3260;49;31.26;;3
5;27;1998;3260;49;3.20;;3
6;1;1998;3260;49;4.96;;3
6;2;1998;3260;49;0.00;;3
6;3;1998;3260;49;8.74;;3
6;4;1998;3260;49;13.69;;3
6;5;1998;3260;49;0.00;;3
6;6;1998;3260;49;0.00;;3
6;7;1998;3260;49;4.87;;3
6;8;1998;3260;49;0.00;;3
6;20;1998;3260;49;8.52;;3
7;1;1998;3260;49;0.00;;3
7;2;1998;3260;49;0.00;;3
7;3;1998;3260;49;4.96;;3
7;4;1998;3260;49;4.96;;3
8;30;1998;3260;49;0.90;;3
9;8;1998;3260;49;4.90;;3
9;17;1998;3260;49;7.80;;3
9;18;1998;3260;49;8.74;;3
9;20;1998;3260;49;4.87;;3
9;21;1998;3260;49;0.00;;3
9;22;1998;3260;49;0.00;;3
10;4;1998;3260;49;4.96;;3
10;5;1998;3260;49;9.74;;3
10;6;1998;3260;49;10.01;;3
10;7;1998;3260;49;7.62;;3
10;8;1998;3260;49;3.90;;3
10;9;1998;3260;49;0.00;;3
10;13;1998;3260;49;3.90;;3
10;18;1998;3260;49;4.96;;3
10;23;1998;3260;49;3.90;;3
11;6;1998;3260;49;1.93;;3
11;7;1998;3260;49;0.00;;3
11;8;1998;3260;49;0.00;;3
11;28;1998;3260;49;5.50;;3
11;29;1998;3260;49;8.07;;3
12;5;1998;3260;49;0.00;;3
12;6;1998;3260;49;4.87;;3
12;7;1998;3260;49;4.96;;3
12;8;1998;3260;49;7.26;;3
12;13;1998;3260;49;4.87;;3
12;14;1998;3260;49;4.87;;3
12;15;1998;3260;49;0.00;;3
1;10;1999;3260;50;0.00;;3
1;16;1999;3260;50;0.00;;3
1;17;1999;3260;50;0.00;;3
1;18;1999;3260;50;2.60;;3
1;19;1999;3260;50;0.00;;3
1;20;1999;3260;50;2.60;;3
1;21;1999;3260;50;0.00;;3
1;22;1999;3260;50;7.47;;3
1;23;1999;3260;50;0.00;;3
2;3;1999;3260;50;2.80;;3
2;7;1999;3260;50;6.29;;3
2;11;1999;3260;50;4.25;;3
2;18;1999;3260;50;0.90;;3
2;28;1999;3260;50;2.85;;3
3;2;1999;3260;50;0.00;;3
3;13;1999;3260;50;0.00;;3
4;24;1999;3260;50;0.90;;3
4;28;1999;3260;50;4.87;;3
4;29;1999;3260;50;0.00;;3
4;30;1999;3260;50;3.25;;3
5;13;1999;3260;50;6.29;;3
5;23;1999;3260;50;3.50;;3
6;4;1999;3260;50;4.96;;3
6;5;1999;3260;50;4.87;;3
6;6;1999;3260;50;4.87;;3
8;18;1999;3260;50;0.00;;3
8;19;1999;3260;50;13.60;;3
8;20;1999;3260;50;0.00;;3
8;21;1999;3260;50;4.25;;3
8;22;1999;3260;50;4.87;;3
8;28;1999;3260;50;8.74;;3
9;1;1999;3260;50;4.87;;3
9;3;1999;3260;50;7.80;;3
9;4;1999;3260;50;0.00;;3
9;5;1999;3260;50;0.00;;3
9;6;1999;3260;50;0.00;;3
9;10;1999;3260;50;0.90;;3
9;17;1999;3260;50;2.85;;3
9;18;1999;3260;50;3.90;;3
9;19;1999;3260;50;4.96;;3
9;20;1999;3260;50;2.75;;3
9;22;1999;3260;50;2.75;;3
10;3;1999;3260;50;0.90;;3
10;6;1999;3260;50;5.60;;3
10;9;1999;3260;50;2.85;;3
10;12;1999;3260;50;2.75;;3
10;15;1999;3260;50;0.00;;3
10;16;1999;3260;50;0.00;;3
10;17;1999;3260;50;2.75;;3
10;18;1999;3260;50;14.48;;3
10;22;1999;3260;50;8.74;;3
11;7;1999;3260;50;20.52;;3
11;13;1999;3260;50;7.45;;3
11;14;1999;3260;50;12.76;;3
11;15;1999;3260;50;0.00;;3
11;16;1999;3260;50;4.96;;3
11;29;1999;3260;50;7.80;;3
12;14;1999;3260;50;24.00;;3
12;21;1999;3260;50;10.56;;3
12;26;1999;3260;50;4.96;;3
12;29;1999;3260;50;0.00;;3
12;30;1999;3260;50;0.00;;3
12;31;1999;3260;50;0.00;;3
1;2;2000;3260;51;4.87;;3
1;18;2000;3260;51;20.52;;3
1;19;2000;3260;51;0.00;;3
1;26;2000;3260;51;0.64;;3
2;1;2000;3260;51;0.64;;3
2;7;2000;3260;51;0.00;;3
2;13;2000;3260;51;2.85;;3
2;14;2000;3260;51;0.00;;3
2;15;2000;3260;51;5.62;;3
2;16;2000;3260;51;0.00;;3
2;17;2000;3260;51;2.80;;3
2;18;2000;3260;51;6.29;;3
3;6;2000;3260;51;1.00;;3
3;11;2000;3260;51;4.96;;3
3;17;2000;3260;51;8.74;;3
4;4;2000;3260;51;0.00;;3
4;5;2000;3260;51;0.00;;3
4;6;2000;3260;51;0.00;;3
4;7;2000;3260;51;0.00;;3
4;12;2000;3260;51;0.00;;3
4;13;2000;3260;51;0.00;;3
5;19;2000;3260;51;6.17;;3
5;23;2000;3260;51;0.00;;3
5;24;2000;3260;51;0.00;;3
5;25;2000;3260;51;0.00;;3
6;1;2000;3260;51;4.87;;3
6;9;2000;3260;51;5.00;5.00;1
6;10;2000;3260;51;4.87;;3
7;5;2000;3260;51;8.74;;3
7;13;2000;3260;51;4.96;;3
7;14;2000;3260;51;0.00;;3
7;15;2000;3260;51;2.85;;3
7;16;2000;3260;51;0.00;;3
7;17;2000;3260;51;0.00;;3
7;18;2000;3260;51;4.96;;3
7;19;2000;3260;51;0.00;;3
7;20;2000;3260;51;4.96;;3
7;21;2000;3260;51;9.74;;3
8;5;2000;3260;51;5.14;;3
8;7;2000;3260;51;4.87;;3
8;8;2000;3260;51;9.82;;3
8;9;2000;3260;51;0.00;;3
10;18;2000;3260;51;3.71;;3
10;19;2000;3260;51;0.00;;3
10;20;2000;3260;51;0.00;;3
10;21;2000;3260;51;3.71;;3
11;29;2000;3260;51;0.00;;3
11;30;2000;3260;51;8.74;;3
12;20;2000;3260;51;0.00;;3
12;21;2000;3260;51;0.00;;3
12;22;2000;3260;51;0.00;;3
12;23;2000;3260;51;0.00;;3
1;21;2001;3260;52;7.62;;3
3;13;2001;3260;52;0.00;;3
3;14;2001;3260;52;0.00;;3
3;15;2001;3260;52;0.00;;3
3;16;2001;3260;52;0.00;;3
3;17;2001;3260;52;9.74;;3
3;18;2001;3260;52;0.00;;3
3;23;2001;3260;52;0.00;;3
4;5;2001;3260;52;0.00;;3
4;6;2001;3260;52;0.00;;3
4;7;2001;3260;52;0.00;;3
5;14;2001;3260;52;4.96;;3
5;15;2001;3260;52;4.96;;3
5;30;2001;3260;52;0.00;;3
5;31;2001;3260;52;4.87;;3
6;1;2001;3260;52;0.00;;3
6;2;2001;3260;52;4.96;;3
6;13;2001;3260;52;8.74;;3
6;15;2001;3260;52;0.00;;3
6;16;2001;3260;52;0.00;;3
6;17;2001;3260;52;4.87;;3
6;18;2001;3260;52;0.00;;3
6;19;2001;3260;52;8.74;;3
6;20;2001;3260;52;4.87;;3
6;21;2001;3260;52;0.00;;3
6;22;2001;3260;52;4.96;;3
6;23;2001;3260;52;7.80;;3
6;24;2001;3260;52;0.00;;3
6;25;2001;3260;52;0.00;;3
6;26;2001;3260;52;0.00;;3
6;27;2001;3260;52;4.87;;3
6;28;2001;3260;52;4.87;;3
6;29;2001;3260;52;0.00;;3
7;27;2001;3260;52;7.80;;3
7;28;2001;3260;52;0.00;;3
8;4;2001;3260;52;0.00;;3
8;5;2001;3260;52;0.00;;3
8;6;2001;3260;52;0.00;;3
8;8;2001;3260;52;7.80;;3
8;9;2001;3260;52;0.00;;3
8;21;2001;3260;52;0.00;;3
8;22;2001;3260;52;0.00;;3
8;23;2001;3260;52;4.87;;3
8;24;2001;3260;52;4.87;;3
8;25;2001;3260;52;0.00;;3
9;1;2001;3260;52;0.00;;3
9;2;2001;3260;52;0.00;;3
9;3;2001;3260;52;0.00;;3
9;4;2001;3260;52;4.96;;3
10;1;2001;3260;52;3.20;;3
10;2;2001;3260;52;4.96;;3
10;3;2001;3260;52;0.00;;3
10;4;2001;3260;52;4.87;;3
10;5;2001;3260;52;4.96;;3
10;6;2001;3260;52;0.00;;3
10;22;2001;3260;52;8.74;;3
10;23;2001;3260;52;0.00;;3
10;24;2001;3260;52;4.87;;3
10;25;2001;3260;52;4.87;;3
10;26;2001;3260;52;4.87;;3
10;27;2001;3260;52;0.00;;3
10;28;2001;3260;52;0.00;;3
11;23;2001;3260;52;7.80;;3
11;24;2001;3260;52;0.00;;3
11;25;2001;3260;52;4.87;;3
12;20;2001;3260;52;0.00;;3
12;22;2001;3260;52;0.00;;3
12;23;2001;3260;52;0.00;;3
1;8;2002;3260;53;0.00;;3
1;9;2002;3260;53;0.00;;3
1;10;2002;3260;53;0.00;;3
1;11;2002;3260;53;2.60;;3
1;12;2002;3260;53;4.87;;3
1;13;2002;3260;53;2.60;;3
1;14;2002;3260;53;0.00;;3
1;15;2002;3260;53;0.00;;3
1;16;2002;3260;53;0.00;;3
1;17;2002;3260;53;0.00;;3
2;4;2002;3260;53;0.00;;3
2;5;2002;3260;53;7.80;;3
2;6;2002;3260;53;8.74;;3
2;7;2002;3260;53;0.00;;3
2;8;2002;3260;53;0.00;;3
2;9;2002;3260;53;0.00;;3
2;10;2002;3260;53;0.00;;3
2;11;2002;3260;53;0.00;;3
2;12;2002;3260;53;0.00;;3
2;13;2002;3260;53;0.00;;3
3;22;2002;3260;53;0.00;;3
3;23;2002;3260;53;16.54;;3
3;24;2002;3260;53;0.00;;3
3;25;2002;3260;53;0.00;;3
3;26;2002;3260;53;4.96;;3
3;27;2002;3260;53;0.00;;3
3;28;2002;3260;53;0.00;;3
3;29;2002;3260;53;0.00;;3
3;30;2002;3260;53;3.15;;3
6;18;2002;3260;53;4.96;;3
6;19;2002;3260;53;3.65;;3
6;20;2002;3260;53;3.65;;3
6;21;2002;3260;53;0.00;;3
6;22;2002;3260;53;0.00;;3
6;23;2002;3260;53;0.00;;3
6;24;2002;3260;53;4.96;;3
6;25;2002;3260;53;0.00;;3
8;7;2002;3260;53;4.87;;3
8;8;2002;3260;53;4.87;;3
8;9;2002;3260;53;0.00;;3
8;10;2002;3260;53;0.00;;3
8;17;2002;3260;53;0.00;;3
8;18;2002;3260;53;0.00;;3
8;19;2002;3260;53;0.00;;3
8;20;2002;3260;53;0.00;;3
9;14;2002;3260;53;2.75;;3
9;15;2002;3260;53;4.87;;3
9;16;2002;3260;53;0.00;;3
9;21;2002;3260;53;9.82;;3
11;8;2002;3260;53;0.00;;3
11;9;2002;3260;53;4.87;;3
11;10;2002;3260;53;4.87;;3
11;11;2002;3260;53;0.00;;3
11;13;2002;3260;53;7.80;;3
11;14;2002;3260;53;2.75;;3
11;15;2002;3260;53;4.96;;3
11;16;2002;3260;53;0.00;;3
11;17;2002;3260;53;4.25;;3
11;18;2002;3260;53;0.00;;3
11;19;2002;3260;53;2.75;;3
11;20;2002;3260;53;4.96;;3
11;21;2002;3260;53;0.00;;3
11;22;2002;3260;53;4.87;;3
11;23;2002;3260;53;7.80;;3
11;24;2002;3260;53;0.00;;3
12;4;2002;3260;53;2.30;;3
12;8;2002;3260;53;5.14;;3
12;27;2002;3260;53;0.00;;3
12;28;2002;3260;53;2.75;;3
1;8;2003;3260;54;0.00;;3
1;9;2003;3260;54;0.00;;3
1;10;2003;3260;54;0.00;;3
1;11;2003;3260;54;0.00;;3
1;12;2003;3260;54;0.00;;3
3;7;2003;3260;54;0.00;;3
3;8;2003;3260;54;4.96;;3
3;9;2003;3260;54;0.00;;3
3;10;2003;3260;54;0.00;;3
3;27;2003;3260;54;0.00;;3
3;28;2003;3260;54;4.87;;3
3;29;2003;3260;54;0.00;;3
3;30;2003;3260;54;9.82;;3
3;31;2003;3260;54;0.00;;3
4;1;2003;3260;54;7.80;;3
4;2;2003;3260;54;4.87;;3
5;14;2003;3260;54;0.00;;3
5;15;2003;3260;54;8.74;;3
5;20;2003;3260;54;0.00;;3
5;21;2003;3260;54;9.91;;3
5;22;2003;3260;54;0.00;;3
5;25;2003;3260;54;0.00;;3
5;26;2003;3260;54;8.74;;3
6;16;2003;3260;54;1.21;;3
6;17;2003;3260;54;1.21;;3
6;18;2003;3260;54;0.00;;3
6;19;2003;3260;54;4.96;;3
6;20;2003;3260;54;0.00;;3
6;21;2003;3260;54;9.82;;3
6;23;2003;3260;54;4.87;;3
6;24;2003;3260;54;4.87;;3
6;25;2003;3260;54;0.00;;3
6;26;2003;3260;54;5.62;;3
6;27;2003;3260;54;4.96;;3
7;3;2003;3260;54;0.00;;3
7;15;2003;3260;54;0.00;;3
7;16;2003;3260;54;5.14;;3
7;17;2003;3260;54;3.75;;3
7;18;2003;3260;54;8.16;;3
7;19;2003;3260;54;0.00;;3
7;20;2003;3260;54;0.00;;3
8;2;2003;3260;54;0.00;;3
8;3;2003;3260;54;0.00;;3
8;4;2003;3260;54;4.87;;3
8;5;2003;3260;54;0.00;;3
8;6;2003;3260;54;4.96;;3
8;7;2003;3260;54;4.87;;3
8;8;2003;3260;54;0.00;;3
8;9;2003;3260;54;8.74;;3
8;10;2003;3260;54;0.00;;3
9;3;2003;3260;54;0.00;;3
9;14;2003;3260;54;4.96;;3
9;15;2003;3260;54;4.87;;3
9;16;2003;3260;54;2.75;;3
9;17;2003;3260;54;4.87;;3
10;8;2003;3260;54;6.65;;3
10;9;2003;3260;54;0.00;;3
10;10;2003;3260;54;0.00;;3
10;11;2003;3260;54;5.50;;3
11;8;2003;3260;54;2.85;;3
1;20;2004;3260;55;4.87;;3
1;21;2004;3260;55;0.00;;3
2;15;2004;3260;55;3.86;;3
2;16;2004;3260;55;4.87;;3
2;17;2004;3260;55;0.00;;3
2;18;2004;3260;55;2.80;;3
2;19;2004;3260;55;9.91;;3
2;20;2004;3260;55;4.87;;3
3;10;2004;3260;55;8.74;;3
3;11;2004;3260;55;0.00;;3
3;18;2004;3260;55;0.00;;3
3;19;2004;3260;55;7.80;;3
4;1;2004;3260;55;0.00;;3
4;2;2004;3260;55;4.96;;3
4;28;2004;3260;55;0.00;;3
4;29;2004;3260;55;4.87;;3
4;30;2004;3260;55;7.80;;3
5;1;2004;3260;55;4.96;;3
5;2;2004;3260;55;0.00;;3
5;3;2004;3260;55;4.96;;3
5;4;2004;3260;55;0.00;;3
5;5;2004;3260;55;7.80;;3
5;6;2004;3260;55;4.96;;3
5;7;2004;3260;55;4.96;;3
5;8;2004;3260;55;7.80;;3
6;9;2004;3260;55;4.96;;3
6;10;2004;3260;55;4.96;;3
6;11;2004;3260;55;4.87;;3
6;12;2004;3260;55;4.87;;3
7;21;2004;3260;55;0.00;;3
7;22;2004;3260;55;4.87;;3
7;23;2004;3260;55;4.87;;3
7;24;2004;3260;55;4.87;;3
7;25;2004;3260;55;0.00;;3
7;26;2004;3260;55;4.87;;3
7;27;2004;3260;55;0.00;;3
9;18;2004;3260;55;0.00;;3
9;19;2004;3260;55;0.00;;3
9;20;2004;3260;55;0.00;;3
9;21;2004;3260;55;0.00;;3
9;22;2004;3260;55;7.80;;3
9;23;2004;3260;55;4.96;;3
10;4;2004;3260;55;6.29;;3
10;5;2004;3260;55;13.60;;3
10;6;2004;3260;55;9.82;;3
10;7;2004;3260;55;16.05;;3
10;22;2004;3260;55;0.00;;3
10;23;2004;3260;55;2.75;;3
10;24;2004;3260;55;4.87;;3
10;25;2004;3260;55;8.74;;3
10;26;2004;3260;55;9.82;;3
10;27;2004;3260;55;4.87;;3
10;28;2004;3260;55;0.00;;3
4;16;2005;3260;56;0.00;;3
4;17;2005;3260;56;0.00;;3
4;18;2005;3260;56;0.00;;3
4;19;2005;3260;56;7.80;;3
5;29;2005;3260;56;0.00;;3
5;30;2005;3260;56;8.74;;3
5;31;2005;3260;56;9.91;;3
6;1;2005;3260;56;7.80;;3
6;21;2005;3260;56;4.96;;3
6;23;2005;3260;56;14.23;;3
7;1;2005;3260;56;0.00;;3
7;2;2005;3260;56;3.75;;3
7;3;2005;3260;56;0.00;;3
7;14;2005;3260;56;3.84;;3
7;15;2005;3260;56;3.75;;3
7;16;2005;3260;56;0.00;;3
7;17;2005;3260;56;13.66;;3
7;18;2005;3260;56;4.96;;3
7;19;2005;3260;56;10.01;;3
7;20;2005;3260;56;8.71;;3
7;21;2005;3260;56;8.71;;3
7;22;2005;3260;56;4.87;;3
7;23;2005;3260;56;0.00;;3
7;24;2005;3260;56;8.62;;3
7;25;2005;3260;56;3.75;;3
8;5;2005;3260;56;4.96;;3
8;6;2005;3260;56;13.76;;3
8;12;2005;3260;56;4.87;;3
8;13;2005;3260;56;3.85;;3
9;23;2005;3260;56;4.96;;3
9;24;2005;3260;56;0.00;;3
9;25;2005;3260;56;0.00;;3
9;26;2005;3260;56;4.96;;3
9;27;2005;3260;56;4.96;;3
9;28;2005;3260;56;0.00;;3
9;29;2005;3260;56;2.15;;3
9;30;2005;3260;56;0.00;;3
10;1;2005;3260;56;6.65;;3
10;2;2005;3260;56;0.00;;3
10;3;2005;3260;56;7.62;;3
12;7;2005;3260;56;0.00;;3
12;8;2005;3260;56;4.87;;3
12;9;2005;3260;56;0.00;;3
12;10;2005;3260;56;2.30;;3
12;27;2005;3260;56;2.30;;3
12;28;2005;3260;56;0.00;;3
12;29;2005;3260;56;4.87;;3
1;13;2006;3260;57;2.60;;3
1;14;2006;3260;57;2.60;;3
2;28;2006;3260;57;4.96;;3
3;3;2006;3260;57;3.20;;3
3;4;2006;3260;57;6.00;;3
3;5;2006;3260;57;0.00;;3
3;6;2006;3260;57;3.15;;3
3;7;2006;3260;57;7.80;;3
5;30;2006;3260;57;8.74;;3
5;31;2006;3260;57;0.00;;3
6;1;2006;3260;57;5.02;;3
6;8;2006;3260;57;8.61;;3
6;9;2006;3260;57;4.87;;3
7;14;2006;3260;57;0.00;;3
7;15;2006;3260;57;4.87;;3
7;16;2006;3260;57;4.87;;3
7;17;2006;3260;57;0.00;;3
7;18;2006;3260;57;3.75;;3
8;21;2006;3260;57;0.00;;3
8;22;2006;3260;57;0.00;;3
8;23;2006;3260;57;11.65;;3
8;24;2006;3260;57;4.87;;3
8;25;2006;3260;57;0.00;;3
8;26;2006;3260;57;4.87;;3
8;27;2006;3260;57;7.62;;3
9;18;2006;3260;57;8.06;;3
9;19;2006;3260;57;4.87;;3
9;20;2006;3260;57;0.00;;3
9;21;2006;3260;57;0.00;;3
9;22;2006;3260;57;4.87;;3
9;23;2006;3260;57;0.00;;3
9;24;2006;3260;57;3.90;;3
10;14;2006;3260;57;4.96;;3
10;15;2006;3260;57;7.80;;3
10;16;2006;3260;57;8.74;;3
10;17;2006;3260;57;4.96;;3
10;18;2006;3260;57;4.87;;3
11;16;2006;3260;57;0.00;;3
11;17;2006;3260;57;2.75;;3
11;26;2006;3260;57;0.00;;3
11;27;2006;3260;57;7.80;;3
11;28;2006;3260;57;7.71;;3
11;29;2006;3260;57;4.87;;3
11;30;2006;3260;57;9.80;;3
12;13;2006;3260;57;5.05;;3
12;14;2006;3260;57;7.26;;3
1;27;2007;3260;58;0.00;;3
1;28;2007;3260;58;0.00;;3
1;29;2007;3260;58;0.00;;3
1;30;2007;3260;58;0.00;;3
2;14;2007;3260;58;2.75;;3
2;15;2007;3260;58;7.80;;3
2;16;2007;3260;58;9.74;;3
2;17;2007;3260;58;0.00;;3
2;18;2007;3260;58;0.00;;3
2;28;2007;3260;58;4.96;;3
3;1;2007;3260;58;0.00;;3
3;2;2007;3260;58;0.00;;3
4;25;1980;3263;30;0.00;6.70;1
4;26;1980;3263;30;0.00;9.00;1
4;28;1980;3263;30;0.00;8.80;1
4;29;1980;3263;30;0.00;6.00;1
4;30;1980;3263;30;3.00;7.00;1
5;2;1980;3263;30;0.00;6.80;1
7;5;1980;3263;30;0.00;8.00;1
7;6;1980;3263;30;1.30;9.30;1
7;7;1980;3263;30;3.30;8.00;1
7;8;1980;3263;30;0.00;3.90;1
7;10;1980;3263;30;0.00;5.40;1
7;13;1980;3263;30;8.81;8.00;1
1;7;1982;3263;32;5.30;4.70;1
1;8;1982;3263;32;8.90;7.40;1
1;9;1982;3263;32;0.00;10.70;1
1;10;1982;3263;32;2.50;8.70;1
1;11;1982;3263;32;2.00;10.10;1
1;12;1982;3263;32;0.00;9.90;1
9;4;2000;3263;50;0.00;;3
10;7;2000;3263;50;7.50;;3
10;9;2000;3263;50;4.50;;3
1;16;2001;3263;51;0.00;;3
1;18;2001;3263;51;0.00;;3
2;5;2001;3263;51;0.00;;3
2;6;2001;3263;51;4.50;;3
2;7;2001;3263;51;0.00;;3
2;9;2001;3263;51;0.00;;3
2;10;2001;3263;51;0.00;;3
4;19;2001;3263;51;0.00;;3
4;20;2001;3263;51;4.50;;3
4;22;2001;3263;51;36.40;;3
4;23;2001;3263;51;4.50;;3
5;15;2001;3263;51;4.50;;3
5;19;2001;3263;51;5.40;;3
5;21;2001;3263;51;4.50;;3
5;22;2001;3263;51;0.00;;3
5;23;2001;3263;51;0.00;;3
5;24;2001;3263;51;4.50;;3
5;25;2001;3263;51;4.50;;3
8;11;2001;3263;51;0.00;;3
11;2;2001;3263;51;1.50;;3
12;20;2001;3263;51;9.00;;3
1;13;2004;3263;54;0.00;;3
1;15;2004;3263;54;0.00;;3
1;24;2004;3263;54;4.50;;3
1;25;2004;3263;54;0.00;;3
1;26;2004;3263;54;0.00;;3
2;14;2004;3263;54;7.50;;3
3;15;2004;3263;54;0.00;;3
3;25;2004;3263;54;7.20;;3
4;1;2004;3263;54;4.50;;3
5;10;2004;3263;54;9.00;;3
12;10;2004;3263;54;1.50;;3
1;10;2005;3263;55;0.00;;3
1;16;2005;3263;55;2.70;;3
2;2;2005;3263;55;4.50;;3
2;20;2005;3263;55;7.20;;3
3;5;2005;3263;55;4.50;;3
3;19;2005;3263;55;0.00;;3
5;3;2005;3263;55;12.00;;3
5;20;2005;3263;55;9.00;;3
9;20;2005;3263;55;12.00;;3
11;17;2005;3263;55;12.00;;3
11;28;2005;3263;55;0.00;;3
1;12;2006;3263;56;0.00;;3
3;31;2006;3263;56;4.50;;3
4;25;2006;3263;56;4.50;;3
5;10;2006;3263;56;33.50;;3
2;1;2007;3263;57;0.00;;3
12;27;2001;3264;51;0.00;;3
12;28;2001;3264;51;0.00;;3
1;6;2002;3264;52;0.00;;3
1;8;2002;3264;52;9.74;;3
1;26;2002;3264;52;0.00;;3
8;20;2000;3270;50;4.30;;3
8;29;2000;3270;50;0.56;;3
9;3;2000;3270;50;0.00;;3
9;4;2000;3270;50;0.00;;3
9;9;2000;3270;50;5.62;;3
9;28;2000;3270;50;4.50;;3
10;3;2000;3270;50;4.50;;3
10;20;2000;3270;50;4.50;;3
10;23;2000;3270;50;4.50;;3
11;10;2000;3270;50;7.50;;3
11;30;2000;3270;50;9.00;;3
12;2;2000;3270;50;4.00;;3
12;3;2000;3270;50;9.00;;3
12;7;2000;3270;50;0.00;;3
1;22;2001;3270;51;4.50;;3
1;23;2001;3270;51;0.00;;3
4;27;2001;3270;51;4.50;;3
4;28;2001;3270;51;4.50;;3
4;29;2001;3270;51;9.00;;3
5;19;2001;3270;51;9.00;;3
5;23;2001;3270;51;5.40;;3
5;24;2001;3270;51;5.40;;3
9;7;2001;3270;51;0.00;;3
9;18;2001;3270;51;4.50;;3
10;13;2001;3270;51;4.50;;3
11;8;2001;3270;51;7.30;;3
11;16;2001;3270;51;27.00;;3
11;19;2001;3270;51;0.00;;3
11;23;2001;3270;51;9.90;;3
11;27;2001;3270;51;0.00;;3
12;1;2001;3270;51;5.60;;3
12;7;2001;3270;51;24.00;;3
12;17;2001;3270;51;10.10;;3
12;24;2001;3270;51;0.00;;3
1;13;2004;3270;54;12.00;;3
1;15;2004;3270;54;4.50;;3
1;22;2004;3270;54;0.00;;3
1;31;2004;3270;54;0.00;;3
2;6;2004;3270;54;9.00;;3
2;10;2004;3270;54;4.50;;3
2;20;2004;3270;54;4.50;;3
3;4;2004;3270;54;4.50;;3
3;8;2004;3270;54;0.00;;3
3;15;2004;3270;54;0.00;;3
3;25;2004;3270;54;2.80;;3
4;1;2004;3270;54;4.50;;3
4;19;2004;3270;54;4.50;;3
4;26;2004;3270;54;0.00;;3
1;30;2005;3270;55;0.00;;3
2;18;2005;3270;55;0.00;;3
3;4;2005;3270;55;0.00;;3
3;7;2005;3270;55;4.50;;3
4;23;2005;3270;55;12.00;;3
6;5;2005;3270;55;0.00;;3
6;17;2005;3270;55;0.00;;3
7;5;2005;3270;55;0.00;;3
7;30;2005;3270;55;4.50;;3
8;18;2005;3270;55;0.00;;3
9;17;2005;3270;55;0.00;;3
10;9;2005;3270;55;4.50;;3
10;11;2005;3270;55;6.00;;3
11;21;2005;3270;55;0.00;;3
12;5;2005;3270;55;4.50;;3
12;14;2005;3270;55;1.50;;3
12;29;2005;3270;55;2.70;;3
1;8;2006;3270;56;2.70;;3
1;12;2006;3270;56;4.50;;3
2;23;2006;3270;56;0.00;;3
3;25;2006;3270;56;4.50;;3
5;6;2006;3270;56;4.50;;3
7;28;2006;3270;56;0.00;;3
2;1;2007;3270;57;0.00;;3
7;19;1994;3274;43;0.00;7.00;1
7;20;1994;3274;43;18.40;7.50;1
7;21;1994;3274;43;12.40;7.00;1
7;22;1994;3274;43;2.60;4.00;1
8;5;1994;3274;43;0.00;5.00;1
7;15;1995;3274;44;8.58;;3
7;28;1995;3274;44;33.86;;3
8;10;1995;3274;44;6.00;;3
8;15;1995;3274;44;52.48;;3
8;20;1995;3274;44;9.91;;3
8;23;1995;3274;44;7.50;;3
8;28;1995;3274;44;3.71;;3
9;10;1995;3274;44;6.29;;3
9;11;1995;3274;44;0.00;;3
9;12;1995;3274;44;7.50;;3
9;13;1995;3274;44;0.00;;3
9;14;1995;3274;44;0.00;;3
9;15;1995;3274;44;5.14;;3
10;4;1995;3274;44;0.00;;3
10;5;1995;3274;44;4.87;;3
10;6;1995;3274;44;12.37;;3
10;7;1995;3274;44;0.00;;3
10;8;1995;3274;44;12.37;;3
10;9;1995;3274;44;4.96;;3
12;27;1995;3274;44;4.96;;3
12;28;1995;3274;44;0.00;;3
1;17;1996;3274;45;20.59;;3
1;19;1996;3274;45;4.87;;3
1;21;1996;3274;45;4.96;;3
1;22;1996;3274;45;4.96;;3
1;23;1996;3274;45;0.00;;3
2;8;1996;3274;45;0.00;;3
2;9;1996;3274;45;2.87;;3
2;10;1996;3274;45;4.87;;3
2;11;1996;3274;45;4.96;;3
2;12;1996;3274;45;4.87;;3
2;13;1996;3274;45;3.71;;3
3;10;1996;3274;45;4.96;;3
3;11;1996;3274;45;4.87;;3
3;12;1996;3274;45;4.96;;3
3;13;1996;3274;45;4.96;;3
3;14;1996;3274;45;4.87;;3
3;15;1996;3274;45;4.87;;3
3;16;1996;3274;45;4.87;;3
3;25;1996;3274;45;11.21;;3
3;26;1996;3274;45;4.96;;3
3;27;1996;3274;45;0.00;;3
3;28;1996;3274;45;0.00;;3
4;1;1996;3274;45;3.71;;3
4;2;1996;3274;45;6.29;;3
4;3;1996;3274;45;0.00;;3
4;11;1996;3274;45;4.96;;3
4;12;1996;3274;45;8.67;;3
4;13;1996;3274;45;4.87;;3
4;14;1996;3274;45;4.87;;3
4;22;1996;3274;45;36.13;;3
4;29;1996;3274;45;4.96;;3
4;30;1996;3274;45;12.46;;3
5;1;1996;3274;45;4.96;;3
5;2;1996;3274;45;4.87;;3
5;9;1996;3274;45;20.52;;3
5;10;1996;3274;45;4.87;;3
5;12;1996;3274;45;6.58;;3
