"id";"days_to_event";"date_out";"out_event";"date_in";"in_event";"breed";"color";"intake_age"
"A733774";8;"09/03/2016 02:33:00 PM";"Transfer";"08/26/2016 06:34:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";48
"A729722";17;"07/09/2016 07:56:00 PM";"Adoption";"06/22/2016 06:19:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A681340";71;"08/25/2014 06:52:00 PM";"Adoption";"06/15/2014 10:35:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A734869";34;"10/17/2016 06:27:00 PM";"Transfer";"09/13/2016 03:40:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";4
"A707929";9;"07/29/2015 01:31:00 PM";"Transfer";"07/20/2015 12:26:00 PM";"Stray";"Domestic Medium Hair Mix";"Blue Tabby/White";2
"A706094";1;"06/25/2015 09:00:00 AM";"Transfer";"06/24/2015 02:58:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby/White";12
"A729348";46;"08/01/2016 07:13:00 PM";"Adoption";"06/16/2016 04:30:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";4
"A750432";98;"09/02/2017 06:05:00 PM";"Adoption";"05/27/2017 10:56:00 AM";"Stray";"Domestic Shorthair Mix";"Black";3
"A701303";30;"05/27/2015 06:07:00 PM";"Adoption";"04/27/2015 12:41:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A749460";63;"07/17/2017 04:35:00 PM";"Adoption";"05/15/2017 12:31:00 PM";"Stray";"Domestic Medium Hair Mix";"Blue/White";12
"A757494";30;"10/03/2017 05:35:00 PM";"Adoption";"09/03/2017 12:04:00 PM";"Stray";"American Shorthair Mix";"White/Brown Tabby";1
"A763290";4;"12/10/2017 12:40:00 PM";"Transfer";"12/06/2017 05:00:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";9
"A753110";4;"07/05/2017 05:59:00 PM";"Adoption";"07/01/2017 04:08:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";2
"A728128";39;"07/09/2016 07:43:00 PM";"Adoption";"05/31/2016 11:13:00 AM";"Stray";"Domestic Shorthair Mix";"Black";4
"A747801";19;"05/14/2017 02:30:00 PM";"Adoption";"04/25/2017 09:04:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";12
"A725540";2;"05/02/2016 01:32:00 PM";"Transfer";"04/30/2016 12:50:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";3
"A701378";46;"06/13/2015 06:17:00 PM";"Adoption";"04/28/2015 03:26:00 PM";"Stray";"Domestic Shorthair";"Black";3
"A693296";1;"12/06/2014 09:00:00 AM";"Transfer";"12/05/2014 12:07:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";6
"A753077";1;"07/02/2017 05:20:00 PM";"Adoption";"07/01/2017 12:37:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Cream Tabby";2
"A747314";1;"04/19/2017 10:48:00 AM";"Transfer";"04/18/2017 10:48:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black";1
"A728435";27;"07/01/2016 01:17:00 PM";"Adoption";"06/04/2016 11:18:00 AM";"Public Assist";"Domestic Shorthair Mix";"White/Brown Tabby";24
"A702169";1;"05/11/2015 09:00:00 AM";"Transfer";"05/10/2015 11:35:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";24
"A679592";50;"07/12/2014 12:20:00 PM";"Adoption";"05/23/2014 01:19:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";1
"A742610";29;"02/23/2017 11:25:00 AM";"Adoption";"01/25/2017 07:36:00 AM";"Stray";"Domestic Longhair Mix";"Cream Tabby/White";2
"A730478";47;"08/21/2016 06:23:00 PM";"Adoption";"07/05/2016 02:04:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";4
"A754666";12;"08/03/2017 11:30:00 AM";"Died";"07/22/2017 04:27:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A682840";5;"07/08/2014 03:27:00 PM";"Transfer";"07/03/2014 04:01:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";1
"A723464";17;"04/18/2016 12:00:00 AM";"Transfer";"04/01/2016 04:00:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";48
"A693403";19;"12/26/2014 03:51:00 PM";"Transfer";"12/07/2014 12:47:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Black";12
"A747951";4;"05/01/2017 07:29:00 PM";"Transfer";"04/27/2017 12:09:00 PM";"Stray";"Domestic Longhair";"Blue/White";24
"A667350";13;"11/29/2013 05:46:00 PM";"Adoption";"11/16/2013 02:43:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"White/Brown Tabby";12
"A746594";44;"05/19/2017 06:24:00 PM";"Adoption";"04/05/2017 12:34:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";84
"A669807";4;"12/31/2013 03:27:00 PM";"Transfer";"12/27/2013 03:28:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";24
"A703916";7;"06/06/2015 01:06:00 PM";"Transfer";"05/30/2015 01:18:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A702967";3;"05/22/2015 02:18:00 PM";"Transfer";"05/19/2015 04:12:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A713432";1;"10/07/2015 09:00:00 AM";"Transfer";"10/06/2015 06:22:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";24
"A747332";57;"06/14/2017 09:16:00 AM";"Adoption";"04/18/2017 11:55:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";3
"A701989";73;"07/19/2015 06:18:00 PM";"Adoption";"05/07/2015 12:09:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";1
"A718784";5;"01/12/2016 11:52:00 AM";"Adoption";"01/07/2016 11:11:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";3
"A690253";4;"10/20/2014 09:00:00 AM";"Transfer";"10/16/2014 05:49:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";5
"A769141";3;"04/03/2018 11:57:00 AM";"Euthanasia";"03/31/2018 08:03:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby/White";12
"A727748";93;"08/26/2016 11:35:00 AM";"Adoption";"05/25/2016 02:00:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";1
"A727841";77;"08/11/2016 02:03:00 PM";"Adoption";"05/26/2016 03:08:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";1
"A710482";59;"10/21/2015 11:16:00 AM";"Transfer";"08/23/2015 04:50:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A732827";32;"09/14/2016 03:26:00 PM";"Transfer";"08/13/2016 02:22:00 PM";"Public Assist";"Domestic Shorthair Mix";"Black/White";36
"A758598";8;"09/27/2017 02:28:00 PM";"Euthanasia";"09/19/2017 11:06:00 AM";"Stray";"Domestic Shorthair";"Brown Tabby";96
"A667143";4;"11/17/2013 10:01:00 AM";"Died";"11/13/2013 12:21:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";7
"A673454";5;"03/01/2014 01:57:00 PM";"Adoption";"02/24/2014 01:59:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";10
"A763413";32;"01/10/2018 10:53:00 AM";"Transfer";"12/09/2017 03:21:00 PM";"Owner Surrender";"Domestic Shorthair";"Brown Tabby";132
"A733358";11;"08/31/2016 06:56:00 PM";"Adoption";"08/20/2016 04:08:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A715138";17;"11/17/2015 07:14:00 PM";"Adoption";"10/31/2015 06:50:00 PM";"Stray";"Domestic Medium Hair Mix";"Tortie";24
"A754466";4;"07/25/2017 06:15:00 PM";"Transfer";"07/21/2017 11:49:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A549697";7;"09/19/2014 02:23:00 PM";"Transfer";"09/12/2014 11:10:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";60
"A714008";2;"10/18/2015 07:15:00 PM";"Adoption";"10/16/2015 03:40:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby";2
"A679508";1;"05/22/2014 07:17:00 PM";"Transfer";"05/21/2014 06:19:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A730847";61;"09/10/2016 05:15:00 PM";"Adoption";"07/11/2016 02:55:00 PM";"Stray";"Domestic Shorthair Mix";"White/Brown Tabby";2
"A734152";12;"09/14/2016 12:00:00 AM";"Transfer";"09/02/2016 10:40:00 AM";"Owner Surrender";"Domestic Medium Hair Mix";"Black";1
"A672278";47;"03/26/2014 03:47:00 PM";"Transfer";"02/07/2014 11:53:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";24
"A693742";1;"12/14/2014 09:00:00 AM";"Transfer";"12/13/2014 04:19:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";5
"A689107";4;"10/03/2014 01:37:00 PM";"Adoption";"09/29/2014 03:24:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A709149";36;"09/10/2015 04:12:00 PM";"Adoption";"08/05/2015 02:03:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";4
"A691734";42;"12/20/2014 02:27:00 PM";"Adoption";"11/08/2014 03:09:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby";60
"A755486";1;"08/04/2017 01:32:00 PM";"Transfer";"08/03/2017 11:57:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A685647";45;"09/24/2014 01:39:00 PM";"Adoption";"08/10/2014 01:26:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A691961";6;"11/18/2014 06:20:00 PM";"Adoption";"11/12/2014 06:33:00 PM";"Stray";"Siamese Mix";"Blue Point/White";1
"A749600";69;"07/22/2017 02:14:00 PM";"Adoption";"05/14/2017 02:19:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";0
"A690517";2;"10/23/2014 09:00:00 AM";"Transfer";"10/21/2014 05:53:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A754813";17;"08/11/2017 01:32:00 PM";"Transfer";"07/25/2017 11:22:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";2
"A703300";1;"05/23/2015 09:00:00 AM";"Transfer";"05/22/2015 06:32:00 PM";"Stray";"Domestic Medium Hair Mix";"Black";12
"A763746";2;"12/17/2017 12:33:00 PM";"Adoption";"12/15/2017 12:39:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";6
"A706926";41;"08/15/2015 04:19:00 PM";"Adoption";"07/05/2015 12:52:00 PM";"Stray";"Domestic Shorthair";"Blue";1
"A739833";5;"12/12/2016 04:08:00 PM";"Transfer";"12/07/2016 02:52:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";5
"A693934";9;"12/26/2014 03:49:00 PM";"Transfer";"12/17/2014 10:36:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"White/Brown Tabby";36
"A672867";19;"03/09/2014 03:48:00 PM";"Adoption";"02/18/2014 06:59:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";12
"A747895";8;"05/04/2017 06:43:00 PM";"Transfer";"04/26/2017 01:07:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A706058";28;"07/22/2015 05:41:00 PM";"Adoption";"06/24/2015 11:57:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby";3
"A738593";1;"11/19/2016 09:00:00 AM";"Transfer";"11/18/2016 09:10:00 AM";"Stray";"Domestic Medium Hair Mix";"Torbie";5
"A665400";24;"11/10/2013 04:10:00 PM";"Adoption";"10/17/2013 12:26:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby";1
"A761468";5;"11/10/2017 07:13:00 PM";"Transfer";"11/05/2017 12:50:00 PM";"Stray";"American Shorthair Mix";"Gray/White";36
"A754135";4;"07/20/2017 02:01:00 PM";"Transfer";"07/16/2017 11:23:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby";84
"A765568";4;"01/26/2018 02:15:00 PM";"Transfer";"01/22/2018 05:48:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";7
"A756845";6;"09/01/2017 06:24:00 PM";"Adoption";"08/26/2017 11:22:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby";48
"A763460";106;"03/25/2018 05:13:00 PM";"Adoption";"12/09/2017 06:30:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";36
"A742714";1;"01/27/2017 09:00:00 AM";"Transfer";"01/26/2017 03:40:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";36
"A727152";31;"06/18/2016 04:47:00 PM";"Transfer";"05/18/2016 04:07:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Tortie";12
"A729466";68;"08/25/2016 06:50:00 PM";"Adoption";"06/18/2016 04:31:00 PM";"Stray";"Domestic Shorthair Mix";"Black Tabby/White";1
"A698696";697;"02/10/2017 03:13:00 PM";"Adoption";"03/16/2015 02:53:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";96
"A715198";5;"11/07/2015 01:26:00 PM";"Transfer";"11/02/2015 07:33:00 AM";"Stray";"Domestic Shorthair";"Brown Tabby";1
"A690837";43;"12/09/2014 03:20:00 PM";"Transfer";"10/27/2014 07:06:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A756598";3;"08/25/2017 03:27:00 PM";"Transfer";"08/22/2017 03:10:00 PM";"Stray";"Domestic Shorthair Mix";"White/Brown Tabby";12
"A676440";1;"04/10/2014 11:39:00 AM";"Transfer";"04/09/2014 09:16:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";6
"A733881";96;"12/02/2016 08:48:00 AM";"Adoption";"08/28/2016 05:09:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A673790";7;"03/09/2014 01:33:00 PM";"Transfer";"03/02/2014 02:59:00 PM";"Stray";"Siamese Mix";"Seal Point";60
"A698040";1;"03/06/2015 09:00:00 AM";"Transfer";"03/05/2015 12:08:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";12
"A678367";96;"08/12/2014 01:39:00 PM";"Transfer";"05/08/2014 11:08:00 AM";"Owner Surrender";"Angora Mix";"Calico";36
"A672056";1;"02/04/2014 01:51:00 PM";"Transfer";"02/03/2014 11:09:00 AM";"Stray";"Manx Mix";"Blue Tabby/White";24
"A670574";2;"01/12/2014 05:35:00 PM";"Adoption";"01/10/2014 01:07:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A684180";13;"08/02/2014 05:00:00 PM";"Adoption";"07/20/2014 02:27:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";1
"A757998";101;"12/19/2017 02:21:00 PM";"Transfer";"09/09/2017 05:38:00 PM";"Public Assist";"Domestic Shorthair Mix";"Blue";60
"A702650";63;"07/18/2015 08:16:00 PM";"Adoption";"05/16/2015 02:54:00 PM";"Stray";"Domestic Shorthair Mix";"Black";2
"A743232";1;"02/07/2017 09:00:00 AM";"Transfer";"02/06/2017 01:19:00 PM";"Stray";"Domestic Shorthair Mix";"Black";12
"A736286";5;"10/13/2016 06:09:00 PM";"Adoption";"10/08/2016 11:53:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";1
"A761831";4;"11/14/2017 11:47:00 AM";"Transfer";"11/10/2017 12:14:00 PM";"Stray";"Domestic Shorthair Mix";"White";96
"A695541";1;"01/18/2015 09:00:00 AM";"Transfer";"01/17/2015 03:44:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A757603";5;"09/09/2017 12:02:00 PM";"Adoption";"09/04/2017 01:52:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";2
"A710660";140;"01/12/2016 08:08:00 AM";"Adoption";"08/25/2015 06:51:00 PM";"Owner Surrender";"Domestic Longhair Mix";"Tortie";156
"A725563";3;"05/03/2016 12:26:00 PM";"Died";"04/30/2016 02:32:00 PM";"Stray";"Domestic Shorthair Mix";"Black Tabby";5
"A701927";1;"05/07/2015 02:47:00 PM";"Transfer";"05/06/2015 12:35:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A770220";6;"04/22/2018 03:40:00 PM";"Adoption";"04/16/2018 05:20:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue";12
"A754453";4;"07/25/2017 12:05:00 PM";"Transfer";"07/21/2017 11:01:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";3
"A713553";41;"11/18/2015 05:26:00 PM";"Adoption";"10/08/2015 03:48:00 PM";"Stray";"Siamese Mix";"Seal Point";4
"A754471";4;"07/25/2017 12:06:00 PM";"Transfer";"07/21/2017 11:48:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A676794";4;"04/19/2014 01:15:00 PM";"Euthanasia";"04/15/2014 12:32:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";3
"A755697";4;"08/11/2017 01:39:00 PM";"Transfer";"08/07/2017 01:49:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";24
"A676223";5;"04/11/2014 12:44:00 PM";"Adoption";"04/06/2014 02:22:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";11
"A762029";19;"12/02/2017 11:48:00 AM";"Adoption";"11/13/2017 04:44:00 PM";"Owner Surrender";"Siamese Mix";"Seal Point";2
"A727101";52;"07/09/2016 01:28:00 PM";"Adoption";"05/18/2016 11:46:00 AM";"Stray";"Domestic Shorthair Mix";"Black";1
"A679816";5;"05/31/2014 01:56:00 PM";"Transfer";"05/26/2014 06:55:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A704769";9;"06/17/2015 11:50:00 AM";"Adoption";"06/08/2015 06:58:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Torbie";12
"A679781";25;"06/20/2014 03:04:00 PM";"Adoption";"05/26/2014 10:59:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";4
"A771513";25;"NA";"Censored";"05/06/2018 11:36:00 AM";"Stray";"Domestic Shorthair Mix";"Black";3
"A769835";1;"04/12/2018 12:00:00 PM";"Transfer";"04/11/2018 07:30:00 AM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby/Black";6
"A735439";39;"11/01/2016 04:58:00 PM";"Adoption";"09/23/2016 12:00:00 PM";"Owner Surrender";"Domestic Shorthair";"Brown Tabby";8
"A706496";4;"07/03/2015 09:30:00 AM";"Died";"06/29/2015 01:40:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A751536";9;"06/18/2017 03:46:00 PM";"Adoption";"06/09/2017 12:31:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby/White";2
"A742853";6;"02/04/2017 01:21:00 PM";"Adoption";"01/29/2017 04:02:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Calico";12
"A760204";30;"11/13/2017 06:15:00 PM";"Adoption";"10/14/2017 02:09:00 PM";"Stray";"Domestic Longhair Mix";"White/Blue Tabby";4
"A706567";3;"07/03/2015 01:58:00 PM";"Transfer";"06/30/2015 03:39:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A747289";1;"04/18/2017 02:40:00 PM";"Transfer";"04/17/2017 05:37:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A764931";1;"01/10/2018 10:53:00 AM";"Transfer";"01/09/2018 12:51:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A708094";7;"07/29/2015 06:32:00 PM";"Adoption";"07/22/2015 04:36:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Brown Tabby/White";36
"A735937";4;"10/05/2016 06:31:00 PM";"Adoption";"10/01/2016 03:40:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A737198";5;"10/28/2016 05:52:00 PM";"Adoption";"10/23/2016 04:23:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby/White";6
"A739800";5;"12/12/2016 04:07:00 PM";"Transfer";"12/07/2016 02:10:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";7
"A732385";10;"08/16/2016 05:34:00 PM";"Adoption";"08/06/2016 05:16:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"White/Cream Tabby";1
"A672792";1;"02/18/2014 04:06:00 PM";"Transfer";"02/17/2014 11:18:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";36
"A722183";25;"04/06/2016 12:00:00 AM";"Transfer";"03/12/2016 11:35:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";36
"A707659";38;"08/22/2015 04:12:00 PM";"Adoption";"07/15/2015 05:43:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";4
"A739284";2;"12/02/2016 09:24:00 AM";"Transfer";"11/30/2016 11:27:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A708981";21;"08/24/2015 06:13:00 PM";"Adoption";"08/03/2015 02:11:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A752504";12;"07/05/2017 02:35:00 PM";"Transfer";"06/23/2017 11:14:00 AM";"Stray";"Domestic Shorthair Mix";"White/Black";2
"A678379";5;"05/13/2014 01:35:00 PM";"Adoption";"05/08/2014 01:11:00 PM";"Owner Surrender";"Siamese Mix";"Seal Point";120
"A701803";1;"05/05/2015 11:46:00 AM";"Transfer";"05/04/2015 07:04:00 PM";"Stray";"Domestic Shorthair Mix";"Black";3
"A707366";7;"07/18/2015 05:09:00 PM";"Adoption";"07/11/2015 04:09:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A734609";92;"12/10/2016 09:49:00 PM";"Adoption";"09/09/2016 04:57:00 PM";"Stray";"Domestic Longhair Mix";"Brown Tabby";3
"A736526";32;"11/13/2016 04:08:00 PM";"Adoption";"10/12/2016 11:08:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";24
"A741691";1;"01/07/2017 09:00:00 AM";"Transfer";"01/06/2017 03:00:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";12
"A752960";75;"09/12/2017 12:33:00 PM";"Adoption";"06/29/2017 01:19:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";2
"A727987";88;"08/25/2016 12:34:00 PM";"Adoption";"05/29/2016 12:49:00 PM";"Stray";"Domestic Shorthair Mix";"White/Cream";3
"A701697";30;"06/02/2015 05:09:00 PM";"Adoption";"05/03/2015 01:50:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";4
"A672912";7;"02/25/2014 09:54:00 AM";"Died";"02/18/2014 01:36:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby";12
"A725871";56;"06/28/2016 02:23:00 PM";"Adoption";"05/03/2016 03:11:00 PM";"Stray";"Siamese Mix";"Seal Point/White";4
"A724697";12;"05/02/2016 12:47:00 PM";"Adoption";"04/20/2016 03:42:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";12
"A695507";157;"06/23/2015 05:14:00 PM";"Adoption";"01/17/2015 07:49:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";36
"A705021";29;"07/11/2015 04:34:00 PM";"Euthanasia";"06/12/2015 07:15:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";3
"A767483";5;"03/06/2018 12:00:00 AM";"Transfer";"03/01/2018 05:12:00 PM";"Stray";"Domestic Medium Hair Mix";"Gray Tabby/White";12
"A720697";8;"02/22/2016 03:58:00 PM";"Transfer";"02/14/2016 08:02:00 AM";"Stray";"Domestic Shorthair Mix";"Black";12
"A707941";1;"07/21/2015 09:00:00 AM";"Transfer";"07/20/2015 02:29:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A734429";3;"09/09/2016 06:40:00 PM";"Adoption";"09/06/2016 01:05:00 PM";"Stray";"Domestic Medium Hair Mix";"Black";2
"A709135";70;"10/14/2015 03:15:00 PM";"Adoption";"08/05/2015 01:47:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A748331";78;"07/18/2017 12:29:00 PM";"Adoption";"05/01/2017 06:01:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A694804";4;"01/08/2015 06:03:00 PM";"Adoption";"01/04/2015 06:19:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";6
"A720351";4;"02/11/2016 05:17:00 PM";"Adoption";"02/07/2016 02:03:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";96
"A688305";34;"10/21/2014 08:31:00 AM";"Adoption";"09/17/2014 06:00:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie/White";4
"A751763";5;"06/17/2017 05:54:00 PM";"Adoption";"06/12/2017 02:00:00 PM";"Stray";"Domestic Medium Hair Mix";"Black";2
"A702668";103;"08/27/2015 12:39:00 PM";"Missing";"05/16/2015 02:54:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A687015";1;"08/31/2014 09:00:00 AM";"Transfer";"08/30/2014 12:04:00 PM";"Stray";"Domestic Shorthair Mix";"White/Orange Tabby";4
"A727367";41;"07/01/2016 10:36:00 AM";"Died";"05/21/2016 01:58:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";1
"A691342";62;"01/04/2015 04:30:00 PM";"Adoption";"11/03/2014 12:49:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";84
"A709433";13;"08/21/2015 12:45:00 PM";"Transfer";"08/08/2015 05:15:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie/White";24
"A719923";2;"02/01/2016 02:53:00 PM";"Adoption";"01/30/2016 12:13:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";4
"A691300";4;"11/06/2014 05:00:00 PM";"Transfer";"11/02/2014 03:14:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";2
"A744282";1;"02/27/2017 09:00:00 AM";"Transfer";"02/26/2017 11:26:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A695629";1;"01/20/2015 09:00:00 AM";"Transfer";"01/19/2015 02:26:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";24
"A729957";96;"09/30/2016 01:02:00 PM";"Adoption";"06/26/2016 11:14:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";1
"A710401";70;"10/31/2015 11:43:00 AM";"Adoption";"08/22/2015 01:22:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";4
"A762615";88;"02/17/2018 03:31:00 PM";"Adoption";"11/21/2017 06:29:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A686520";1;"08/24/2014 09:00:00 AM";"Transfer";"08/23/2014 11:03:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A720302";9;"02/15/2016 02:45:00 PM";"Adoption";"02/06/2016 02:04:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";12
"A738085";17;"11/26/2016 11:04:00 AM";"Died";"11/09/2016 12:32:00 PM";"Stray";"Domestic Medium Hair Mix";"Black/White";4
"A763277";10;"12/16/2017 02:40:00 PM";"Transfer";"12/06/2017 01:55:00 PM";"Owner Surrender";"Domestic Longhair Mix";"Gray/White";156
"A645693";23;"06/27/2015 04:44:00 PM";"Adoption";"06/04/2015 04:04:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";60
